"","MatSib","i","j","iSam","jSam","het_het","het_homo","homo_het","homo_homo","len_i","len_j","tot_i","tot_j","logicSum","totSum","totMean","totProp","crToIb","ibToCr","ibToIb","fs","minTest","iSam_mother","iSam_father","jSam_mother","jSam_father","""...""","mother","sample","origin","code","n_tot","n_delly","n_gatk","nr_n","nr_het","nr_homo","nr_uni","nr_uniHet","nr_uniHomo","motherDL","sampleDL","lfm_n","lfm_het","lfm_homo","lfm_hetProp","cp_logic","father","likelySelf","originMod","coverage","cp_status","""...""","mother","sample","origin","code","n_tot","n_delly","n_gatk","nr_n","nr_het","nr_homo","nr_uni","nr_uniHet","nr_uniHomo","motherDL","sampleDL","lfm_n","lfm_het","lfm_homo","lfm_hetProp","cp_logic","father","likelySelf","originMod","coverage","cp_status"
"FIL20_105_G_M22",TRUE,5,3,"FIL20_105_G_M2","FIL20_105_C_M2",12,5,10,10,54,64,71,82,37,153,76.5,0.483660130718954,14.0975609756098,6.03521126760563,14.5122549019608,36.0685331501202,6.03521126760563,"FIL20_105","FIL20_105","FIL20_105","FIL20_105","...","FIL20_105","FIL20_105_G_M2","Fil20_105_G_M2_1","FIL20_105|FIL20_105_G_M2|Fil20_105_G_M2_1",75,11,64,71,26,45,16,16,NA,TRUE,FALSE,60,37,23,0.616666666666667,FALSE,"FIL20_105",TRUE,"FIL20_105_G_M2_1",62.051560044058,"Self","...","FIL20_105","FIL20_105_C_M2","Fil20_105_C_M2_1","FIL20_105|FIL20_105_C_M2|Fil20_105_C_M2_1",84,15,69,82,27,55,18,17,1,TRUE,FALSE,68,42,26,0.617647058823529,FALSE,"FIL20_105",TRUE,"FIL20_105_C_M2_1",94.5350828300937,"Self"
"FIL20_97_B_M247",TRUE,47,48,"FIL20_97_B_M2","FIL20_97_C_M2",6,4,6,3,29,28,43,36,19,79,39.5,0.481012658227848,3.66666666666667,5.03488372093023,4.99208860759494,19.1744186046512,3.66666666666667,"FIL20_97","FIL20_97","FIL20_97","FIL20_97","...","FIL20_97","FIL20_97_B_M2","Fil20_97_B_M2_1","FIL20_97|FIL20_97_B_M2|Fil20_97_B_M2_1",62,12,50,43,11,32,13,13,NA,TRUE,FALSE,37,26,11,0.702702702702703,FALSE,"FIL20_97",TRUE,"FIL20_97_B_M2_1",62.2287158380449,"Self","...","FIL20_97","FIL20_97_C_M2","Fil20_97_C_M2_1","FIL20_97|FIL20_97_C_M2|Fil20_97_C_M2_1",38,4,34,36,9,27,8,8,NA,TRUE,FALSE,33,24,9,0.727272727272727,FALSE,"FIL20_97",TRUE,"FIL20_97_C_M2_1",56.6952431377555,"Self"
"FIL20_97_C_M246",TRUE,48,47,"FIL20_97_C_M2","FIL20_97_B_M2",6,6,4,3,28,29,36,43,19,79,39.5,0.481012658227848,5.03488372093023,3.66666666666667,4.99208860759494,19.1744186046512,3.66666666666667,"FIL20_97","FIL20_97","FIL20_97","FIL20_97","...","FIL20_97","FIL20_97_C_M2","Fil20_97_C_M2_1","FIL20_97|FIL20_97_C_M2|Fil20_97_C_M2_1",38,4,34,36,9,27,8,8,NA,TRUE,FALSE,33,24,9,0.727272727272727,FALSE,"FIL20_97",TRUE,"FIL20_97_C_M2_1",56.6952431377555,"Self","...","FIL20_97","FIL20_97_B_M2","Fil20_97_B_M2_1","FIL20_97|FIL20_97_B_M2|Fil20_97_B_M2_1",62,12,50,43,11,32,13,13,NA,TRUE,FALSE,37,26,11,0.702702702702703,FALSE,"FIL20_97",TRUE,"FIL20_97_B_M2_1",62.2287158380449,"Self"
"FIL30_56_C_M2517",TRUE,513,518,"FIL30_56_C_M2","FIL30_56_I_M2",34,0,8,0,66,61,78,97,42,175,87.5,0.48,16.2525773195876,4.38461538461539,25.6478571428571,4.97607718741739,4.38461538461539,"FIL30_56","FIL30_56","FIL30_56",NA,"...","FIL30_56","FIL30_56_C_M2","Fil30_56_C_M2_1","FIL30_56|FIL30_56_C_M2|Fil30_56_C_M2_1",86,10,76,78,13,65,11,10,1,TRUE,FALSE,68,55,13,0.808823529411765,FALSE,"FIL30_56",TRUE,"FIL30_56_C_M2_1",56.4051244018114,"Self","...","FIL30_56","FIL30_56_I_M2","Fil30_56_I_M2_1","FIL30_56|FIL30_56_I_M2|Fil30_56_I_M2_1",100,10,90,97,NA,97,36,36,NA,TRUE,FALSE,87,87,NA,1,TRUE,NA,FALSE,"FIL30_56_I_M2_1",49.3066239956887,"Cross"
"FIL30_56_I_M2512",TRUE,518,513,"FIL30_56_I_M2","FIL30_56_C_M2",34,8,0,0,61,66,97,78,42,175,87.5,0.48,4.38461538461539,16.2525773195876,25.6478571428571,4.97607718741739,4.38461538461539,"FIL30_56",NA,"FIL30_56","FIL30_56","...","FIL30_56","FIL30_56_I_M2","Fil30_56_I_M2_1","FIL30_56|FIL30_56_I_M2|Fil30_56_I_M2_1",100,10,90,97,NA,97,36,36,NA,TRUE,FALSE,87,87,NA,1,TRUE,NA,FALSE,"FIL30_56_I_M2_1",49.3066239956887,"Cross","...","FIL30_56","FIL30_56_C_M2","Fil30_56_C_M2_1","FIL30_56|FIL30_56_C_M2|Fil30_56_C_M2_1",86,10,76,78,13,65,11,10,1,TRUE,FALSE,68,55,13,0.808823529411765,FALSE,"FIL30_56",TRUE,"FIL30_56_C_M2_1",56.4051244018114,"Self"
"FIL30_109_I_M265",TRUE,65,66,"FIL30_109_I_M2","FIL30_109_J_M2",26,18,0,0,83,60,111,73,44,184,92,0.478260869565217,2.91095890410959,21.7702702702703,24.1739130434783,18.7007281253857,2.91095890410959,"FIL30_109",NA,"FIL30_109","FIL30_109","...","FIL30_109","FIL30_109_I_M2","Fil30_109_I_M2_1","FIL30_109|FIL30_109_I_M2|Fil30_109_I_M2_1",118,19,99,111,NA,111,28,28,NA,TRUE,FALSE,95,95,NA,1,TRUE,NA,FALSE,"FIL30_109_I_M2_1",43.8845288833108,"Cross","...","FIL30_109","FIL30_109_J_M2","Fil30_109_J_M2_1","FIL30_109|FIL30_109_J_M2|Fil30_109_J_M2_1",77,3,74,73,23,50,13,11,2,TRUE,FALSE,70,47,23,0.671428571428571,FALSE,"FIL30_109",TRUE,"FIL30_109_J_M2_1",67.2325707411647,"Self"
"FIL30_109_J_M264",TRUE,66,65,"FIL30_109_J_M2","FIL30_109_I_M2",26,0,18,0,60,83,73,111,44,184,92,0.478260869565217,21.7702702702703,2.91095890410959,24.1739130434783,18.7007281253857,2.91095890410959,"FIL30_109","FIL30_109","FIL30_109",NA,"...","FIL30_109","FIL30_109_J_M2","Fil30_109_J_M2_1","FIL30_109|FIL30_109_J_M2|Fil30_109_J_M2_1",77,3,74,73,23,50,13,11,2,TRUE,FALSE,70,47,23,0.671428571428571,FALSE,"FIL30_109",TRUE,"FIL30_109_J_M2_1",67.2325707411647,"Self","...","FIL30_109","FIL30_109_I_M2","Fil30_109_I_M2_1","FIL30_109|FIL30_109_I_M2|Fil30_109_I_M2_1",118,19,99,111,NA,111,28,28,NA,TRUE,FALSE,95,95,NA,1,TRUE,NA,FALSE,"FIL30_109_I_M2_1",43.8845288833108,"Cross"
"FIL30_541_M2493",FALSE,493,494,"FIL30_541_M2","FIL30_542_M2",6,6,19,2,38,37,67,72,33,139,69.5,0.474820143884892,16.5,17.4402985074627,22.6429856115108,47.5746268656716,16.5,"FIL30_541","FIL30_541","FIL30_542","FIL30_542","...","FIL30_541","FIL30_541_M2","FIL30.541.M2","FIL30_541|FIL30_541_M2|FIL30.541.M2",70,24,46,67,35,32,28,14,14,FALSE,FALSE,45,19,26,0.422222222222222,FALSE,"FIL30_541",TRUE,"FIL30_541_M2",49.3607315385246,"Self","...","FIL30_542","FIL30_542_M2","FIL30.542.M2","FIL30_542|FIL30_542_M2|FIL30.542.M2",86,26,60,72,17,55,30,22,8,FALSE,FALSE,53,36,17,0.679245283018868,FALSE,"FIL30_542",TRUE,"FIL30_542_M2",40.948768649481,"Self"
"FIL30_542_M2492",FALSE,494,493,"FIL30_542_M2","FIL30_541_M2",6,19,6,2,37,38,72,67,33,139,69.5,0.474820143884892,17.4402985074627,16.5,22.6429856115108,47.5746268656716,16.5,"FIL30_542","FIL30_542","FIL30_541","FIL30_541","...","FIL30_542","FIL30_542_M2","FIL30.542.M2","FIL30_542|FIL30_542_M2|FIL30.542.M2",86,26,60,72,17,55,30,22,8,FALSE,FALSE,53,36,17,0.679245283018868,FALSE,"FIL30_542",TRUE,"FIL30_542_M2",40.948768649481,"Self","...","FIL30_541","FIL30_541_M2","FIL30.541.M2","FIL30_541|FIL30_541_M2|FIL30.541.M2",70,24,46,67,35,32,28,14,14,FALSE,FALSE,45,19,26,0.422222222222222,FALSE,"FIL30_541",TRUE,"FIL30_541_M2",49.3607315385246,"Self"
"FIL20_25_A_M233",TRUE,29,34,"FIL20_25_A_M2","FIL20_25_I_M2",8,8,7,3,34,40,50,60,26,110,55,0.472727272727273,7.6,4.72,7.03181818181818,27.6933333333333,4.72,"FIL20_25","FIL20_25","FIL20_25","FIL20_25","...","FIL20_25","FIL20_25_A_M2","Fil20_25_A_M2_1","FIL20_25|FIL20_25_A_M2|Fil20_25_A_M2_1",59,5,54,50,14,36,15,13,2,TRUE,FALSE,45,34,11,0.755555555555556,FALSE,"FIL20_25",TRUE,"FIL20_25_A_M2_1",56.9388111234489,"Self","...","FIL20_25","FIL20_25_I_M2","Fil20_25_I_M2_1","FIL20_25|FIL20_25_I_M2|Fil20_25_I_M2_1",69,4,65,60,18,42,19,16,3,TRUE,FALSE,56,38,18,0.678571428571429,FALSE,"FIL20_25",TRUE,"FIL20_25_I_M2_1",61.8181587370858,"Self"
"FIL20_25_I_M228",TRUE,34,29,"FIL20_25_I_M2","FIL20_25_A_M2",8,7,8,3,40,34,60,50,26,110,55,0.472727272727273,4.72,7.6,7.03181818181818,27.6933333333333,4.72,"FIL20_25","FIL20_25","FIL20_25","FIL20_25","...","FIL20_25","FIL20_25_I_M2","Fil20_25_I_M2_1","FIL20_25|FIL20_25_I_M2|Fil20_25_I_M2_1",69,4,65,60,18,42,19,16,3,TRUE,FALSE,56,38,18,0.678571428571429,FALSE,"FIL20_25",TRUE,"FIL20_25_I_M2_1",61.8181587370858,"Self","...","FIL20_25","FIL20_25_A_M2","Fil20_25_A_M2_1","FIL20_25|FIL20_25_A_M2|Fil20_25_A_M2_1",59,5,54,50,14,36,15,13,2,TRUE,FALSE,45,34,11,0.755555555555556,FALSE,"FIL20_25",TRUE,"FIL20_25_A_M2_1",56.9388111234489,"Self"
"FIL20_128_C_M210",TRUE,9,11,"FIL20_128_C_M2","FIL20_128_E_M2",8,11,3,5,41,37,67,48,27,115,57.5,0.469565217391304,5.125,15.1716417910448,11.2467391304348,30.0771144278607,5.125,"FIL20_128","FIL20_128","FIL20_128","FIL20_128","...","FIL20_128","FIL20_128_C_M2","Fil20_128_C_M2_1","FIL20_128|FIL20_128_C_M2|Fil20_128_C_M2_1",73,10,63,67,8,59,25,25,NA,TRUE,FALSE,59,52,7,0.88135593220339,FALSE,"FIL20_128",TRUE,"FIL20_128_C_M2_1",48.3830884518619,"Self","...","FIL20_128","FIL20_128_E_M2","Fil20_128_E_M2_1","FIL20_128|FIL20_128_E_M2|Fil20_128_E_M2_1",55,5,50,48,18,30,10,10,NA,TRUE,FALSE,43,25,18,0.581395348837209,FALSE,"FIL20_128",TRUE,"FIL20_128_E_M2_1",47.530007202078,"Self"
"FIL20_128_E_M28",TRUE,11,9,"FIL20_128_E_M2","FIL20_128_C_M2",8,3,11,5,37,41,48,67,27,115,57.5,0.469565217391304,15.1716417910448,5.125,11.2467391304348,30.0771144278607,5.125,"FIL20_128","FIL20_128","FIL20_128","FIL20_128","...","FIL20_128","FIL20_128_E_M2","Fil20_128_E_M2_1","FIL20_128|FIL20_128_E_M2|Fil20_128_E_M2_1",55,5,50,48,18,30,10,10,NA,TRUE,FALSE,43,25,18,0.581395348837209,FALSE,"FIL20_128",TRUE,"FIL20_128_E_M2_1",47.530007202078,"Self","...","FIL20_128","FIL20_128_C_M2","Fil20_128_C_M2_1","FIL20_128|FIL20_128_C_M2|Fil20_128_C_M2_1",73,10,63,67,8,59,25,25,NA,TRUE,FALSE,59,52,7,0.88135593220339,FALSE,"FIL20_128",TRUE,"FIL20_128_C_M2_1",48.3830884518619,"Self"
"FIL20_97_A_M246",TRUE,46,47,"FIL20_97_A_M2","FIL20_97_B_M2",10,6,2,1,31,29,38,43,19,81,40.5,0.469135802469136,1.5,3.52631578947368,6.00462962962963,10.4143206854345,1.5,"FIL20_97","FIL20_97","FIL20_97","FIL20_97","...","FIL20_97","FIL20_97_A_M2","Fil20_97_A_M2_1","FIL20_97|FIL20_97_A_M2|Fil20_97_A_M2_1",46,13,33,38,5,33,7,7,NA,TRUE,FALSE,32,27,5,0.84375,FALSE,"FIL20_97",TRUE,"FIL20_97_A_M2_1",69.7598781168918,"Self","...","FIL20_97","FIL20_97_B_M2","Fil20_97_B_M2_1","FIL20_97|FIL20_97_B_M2|Fil20_97_B_M2_1",62,12,50,43,11,32,13,13,NA,TRUE,FALSE,37,26,11,0.702702702702703,FALSE,"FIL20_97",TRUE,"FIL20_97_B_M2_1",62.2287158380449,"Self"
"FIL20_97_B_M245",TRUE,47,46,"FIL20_97_B_M2","FIL20_97_A_M2",10,2,6,1,29,31,43,38,19,81,40.5,0.469135802469136,3.52631578947368,1.5,6.00462962962963,10.4143206854345,1.5,"FIL20_97","FIL20_97","FIL20_97","FIL20_97","...","FIL20_97","FIL20_97_B_M2","Fil20_97_B_M2_1","FIL20_97|FIL20_97_B_M2|Fil20_97_B_M2_1",62,12,50,43,11,32,13,13,NA,TRUE,FALSE,37,26,11,0.702702702702703,FALSE,"FIL20_97",TRUE,"FIL20_97_B_M2_1",62.2287158380449,"Self","...","FIL20_97","FIL20_97_A_M2","Fil20_97_A_M2_1","FIL20_97|FIL20_97_A_M2|Fil20_97_A_M2_1",46,13,33,38,5,33,7,7,NA,TRUE,FALSE,32,27,5,0.84375,FALSE,"FIL20_97",TRUE,"FIL20_97_A_M2_1",69.7598781168918,"Self"
"FIL20_97_C_M248",TRUE,48,49,"FIL20_97_C_M2","FIL20_97_D_M2",7,3,7,2,28,31,36,45,19,81,40.5,0.469135802469136,6.96666666666667,2.25,5.78240740740741,17.4,2.25,"FIL20_97","FIL20_97","FIL20_97","FIL20_97","...","FIL20_97","FIL20_97_C_M2","Fil20_97_C_M2_1","FIL20_97|FIL20_97_C_M2|Fil20_97_C_M2_1",38,4,34,36,9,27,8,8,NA,TRUE,FALSE,33,24,9,0.727272727272727,FALSE,"FIL20_97",TRUE,"FIL20_97_C_M2_1",56.6952431377555,"Self","...","FIL20_97","FIL20_97_D_M2","Fil20_97_D_M2_1","FIL20_97|FIL20_97_D_M2|Fil20_97_D_M2_1",51,13,38,45,5,40,14,14,NA,TRUE,FALSE,38,33,5,0.868421052631579,FALSE,"FIL20_97",TRUE,"FIL20_97_D_M2_1",42.2971916099541,"Self"
"FIL20_97_D_M247",TRUE,49,48,"FIL20_97_D_M2","FIL20_97_C_M2",7,7,3,2,31,28,45,36,19,81,40.5,0.469135802469136,2.25,6.96666666666667,5.78240740740741,17.4,2.25,"FIL20_97","FIL20_97","FIL20_97","FIL20_97","...","FIL20_97","FIL20_97_D_M2","Fil20_97_D_M2_1","FIL20_97|FIL20_97_D_M2|Fil20_97_D_M2_1",51,13,38,45,5,40,14,14,NA,TRUE,FALSE,38,33,5,0.868421052631579,FALSE,"FIL20_97",TRUE,"FIL20_97_D_M2_1",42.2971916099541,"Self","...","FIL20_97","FIL20_97_C_M2","Fil20_97_C_M2_1","FIL20_97|FIL20_97_C_M2|Fil20_97_C_M2_1",38,4,34,36,9,27,8,8,NA,TRUE,FALSE,33,24,9,0.727272727272727,FALSE,"FIL20_97",TRUE,"FIL20_97_C_M2_1",56.6952431377555,"Self"
"FIL20_97_B_M250",TRUE,47,51,"FIL20_97_B_M2","FIL20_97_I_M2",6,5,9,2,29,34,43,51,22,94,47,0.468085106382979,8.55882352941176,5.31395348837209,8.10106382978723,26.0861833105335,5.31395348837209,"FIL20_97","FIL20_97","FIL20_97","FIL20_97","...","FIL20_97","FIL20_97_B_M2","Fil20_97_B_M2_1","FIL20_97|FIL20_97_B_M2|Fil20_97_B_M2_1",62,12,50,43,11,32,13,13,NA,TRUE,FALSE,37,26,11,0.702702702702703,FALSE,"FIL20_97",TRUE,"FIL20_97_B_M2_1",62.2287158380449,"Self","...","FIL20_97","FIL20_97_I_M2","Fil20_97_I_M2_1","FIL20_97|FIL20_97_I_M2|Fil20_97_I_M2_1",59,10,49,51,8,43,16,16,NA,TRUE,FALSE,45,37,8,0.822222222222222,FALSE,"FIL20_97",TRUE,"FIL20_97_I_M2_1",63.0256962480049,"Self"
"FIL20_97_I_M246",TRUE,51,47,"FIL20_97_I_M2","FIL20_97_B_M2",6,9,5,2,34,29,51,43,22,94,47,0.468085106382979,5.31395348837209,8.55882352941176,8.10106382978723,26.0861833105335,5.31395348837209,"FIL20_97","FIL20_97","FIL20_97","FIL20_97","...","FIL20_97","FIL20_97_I_M2","Fil20_97_I_M2_1","FIL20_97|FIL20_97_I_M2|Fil20_97_I_M2_1",59,10,49,51,8,43,16,16,NA,TRUE,FALSE,45,37,8,0.822222222222222,FALSE,"FIL20_97",TRUE,"FIL20_97_I_M2_1",63.0256962480049,"Self","...","FIL20_97","FIL20_97_B_M2","Fil20_97_B_M2_1","FIL20_97|FIL20_97_B_M2|Fil20_97_B_M2_1",62,12,50,43,11,32,13,13,NA,TRUE,FALSE,37,26,11,0.702702702702703,FALSE,"FIL20_97",TRUE,"FIL20_97_B_M2_1",62.2287158380449,"Self"
"FIL20_47_B_M238",TRUE,37,39,"FIL20_47_B_M2","FIL20_47_E_M2",6,3,6,3,28,23,43,34,18,77,38.5,0.467532467532468,3.76470588235294,5.03488372093023,5.49837662337662,18.2920656634747,3.76470588235294,"FIL20_47","FIL20_47","FIL20_47","FIL20_47","...","FIL20_47","FIL20_47_B_M2","Fil20_47_B_M2_1","FIL20_47|FIL20_47_B_M2|Fil20_47_B_M2_1",52,17,35,43,9,34,14,14,NA,TRUE,FALSE,34,27,7,0.794117647058823,FALSE,"FIL20_47",TRUE,"FIL20_47_B_M2_1",47.8157173616018,"Self","...","FIL20_47","FIL20_47_E_M2","Fil20_47_E_M2_1","FIL20_47|FIL20_47_E_M2|Fil20_47_E_M2_1",39,10,29,34,12,22,11,8,3,TRUE,FALSE,28,17,11,0.607142857142857,FALSE,"FIL20_47",TRUE,"FIL20_47_E_M2_1",64.4033961061913,"Self"
"FIL20_47_E_M236",TRUE,39,37,"FIL20_47_E_M2","FIL20_47_B_M2",6,6,3,3,23,28,34,43,18,77,38.5,0.467532467532468,5.03488372093023,3.76470588235294,5.49837662337662,18.2920656634747,3.76470588235294,"FIL20_47","FIL20_47","FIL20_47","FIL20_47","...","FIL20_47","FIL20_47_E_M2","Fil20_47_E_M2_1","FIL20_47|FIL20_47_E_M2|Fil20_47_E_M2_1",39,10,29,34,12,22,11,8,3,TRUE,FALSE,28,17,11,0.607142857142857,FALSE,"FIL20_47",TRUE,"FIL20_47_E_M2_1",64.4033961061913,"Self","...","FIL20_47","FIL20_47_B_M2","Fil20_47_B_M2_1","FIL20_47|FIL20_47_B_M2|Fil20_47_B_M2_1",52,17,35,43,9,34,14,14,NA,TRUE,FALSE,34,27,7,0.794117647058823,FALSE,"FIL20_47",TRUE,"FIL20_47_B_M2_1",47.8157173616018,"Self"
"FIL20_47_A_M2763",FALSE,36,764,"FIL20_47_A_M2","FIL30_85_H_M2",10,7,0,0,30,37,36,37,17,73,36.5,0.465753424657534,0.554054054054054,6.33333333333333,9.64897260273973,7.46096096096096,0.554054054054054,"FIL20_47",NA,"FIL30_85","FIL30_85","...","FIL20_47","FIL20_47_A_M2","Fil20_47_A_M2_1","FIL20_47|FIL20_47_A_M2|Fil20_47_A_M2_1",41,11,30,36,2,34,6,6,NA,TRUE,FALSE,29,27,2,0.931034482758621,FALSE,NA,FALSE,"FIL20_47_A_M2_1",45.1435609127825,"Ambiguous","...","FIL30_85","FIL30_85_H_M2","Fil30_85_H_M2_1","FIL30_85|FIL30_85_H_M2|Fil30_85_H_M2_1",44,15,29,37,7,30,NA,NA,NA,TRUE,FALSE,28,23,5,0.821428571428571,FALSE,"FIL30_85",TRUE,"FIL30_85_H_M2_1",62.3782386784202,"Self"
"FIL30_85_H_M235",FALSE,764,36,"FIL30_85_H_M2","FIL20_47_A_M2",10,0,7,0,37,30,37,36,17,73,36.5,0.465753424657534,6.33333333333333,0.554054054054054,9.64897260273973,7.46096096096096,0.554054054054054,"FIL30_85","FIL30_85","FIL20_47",NA,"...","FIL30_85","FIL30_85_H_M2","Fil30_85_H_M2_1","FIL30_85|FIL30_85_H_M2|Fil30_85_H_M2_1",44,15,29,37,7,30,NA,NA,NA,TRUE,FALSE,28,23,5,0.821428571428571,FALSE,"FIL30_85",TRUE,"FIL30_85_H_M2_1",62.3782386784202,"Self","...","FIL20_47","FIL20_47_A_M2","Fil20_47_A_M2_1","FIL20_47|FIL20_47_A_M2|Fil20_47_A_M2_1",41,11,30,36,2,34,6,6,NA,TRUE,FALSE,29,27,2,0.931034482758621,FALSE,NA,FALSE,"FIL20_47_A_M2_1",45.1435609127825,"Ambiguous"
"FIL20_20_I_M227",TRUE,27,28,"FIL20_20_I_M2","FIL20_20_J_M2",7,3,10,3,33,35,48,51,23,99,49.5,0.464646464646465,9.44117647058824,5.5625,9.48863636363636,25.4632352941176,5.5625,"FIL20_20","FIL20_20","FIL20_20","FIL20_20","...","FIL20_20","FIL20_20_I_M2","Fil20_20_I_M2_1","FIL20_20|FIL20_20_I_M2|Fil20_20_I_M2_1",56,4,52,48,16,32,15,15,NA,TRUE,FALSE,46,30,16,0.652173913043478,FALSE,"FIL20_20",TRUE,"FIL20_20_I_M2_1",58.7680386297834,"Self","...","FIL20_20","FIL20_20_J_M2","Fil20_20_J_M2_1","FIL20_20|FIL20_20_J_M2|Fil20_20_J_M2_1",64,7,57,51,8,43,14,13,1,TRUE,FALSE,47,39,8,0.829787234042553,FALSE,"FIL20_20",TRUE,"FIL20_20_J_M2_1",55.4387340490115,"Self"
"FIL20_20_J_M226",TRUE,28,27,"FIL20_20_J_M2","FIL20_20_I_M2",7,10,3,3,35,33,51,48,23,99,49.5,0.464646464646465,5.5625,9.44117647058824,9.48863636363636,25.4632352941176,5.5625,"FIL20_20","FIL20_20","FIL20_20","FIL20_20","...","FIL20_20","FIL20_20_J_M2","Fil20_20_J_M2_1","FIL20_20|FIL20_20_J_M2|Fil20_20_J_M2_1",64,7,57,51,8,43,14,13,1,TRUE,FALSE,47,39,8,0.829787234042553,FALSE,"FIL20_20",TRUE,"FIL20_20_J_M2_1",55.4387340490115,"Self","...","FIL20_20","FIL20_20_I_M2","Fil20_20_I_M2_1","FIL20_20|FIL20_20_I_M2|Fil20_20_I_M2_1",56,4,52,48,16,32,15,15,NA,TRUE,FALSE,46,30,16,0.652173913043478,FALSE,"FIL20_20",TRUE,"FIL20_20_I_M2_1",58.7680386297834,"Self"
"FIL30_85_D_M2761",TRUE,761,762,"FIL30_85_D_M2","FIL30_85_F_M2",12,0,6,0,31,29,39,39,18,78,39,0.461538461538462,6.57692307692308,0.115384615384615,9.86538461538461,5.76923076923077,0.115384615384615,"FIL30_85","FIL30_85","FIL30_85",NA,"...","FIL30_85","FIL30_85_D_M2","Fil30_85_D_M2_1","FIL30_85|FIL30_85_D_M2|Fil30_85_D_M2_1",49,12,37,39,8,31,7,6,1,TRUE,FALSE,34,26,8,0.764705882352941,FALSE,"FIL30_85",TRUE,"FIL30_85_D_M2_1",55.7777370937757,"Self","...","FIL30_85","FIL30_85_F_M2","Fil30_85_F_M2_1","FIL30_85|FIL30_85_F_M2|Fil30_85_F_M2_1",46,9,37,39,NA,39,9,9,NA,TRUE,FALSE,34,34,NA,1,TRUE,NA,FALSE,"FIL30_85_F_M2_1",55.6903153635591,"Cross"
"FIL30_85_F_M2760",TRUE,762,761,"FIL30_85_F_M2","FIL30_85_D_M2",12,6,0,0,29,31,39,39,18,78,39,0.461538461538462,0.115384615384615,6.57692307692308,9.86538461538461,5.76923076923077,0.115384615384615,"FIL30_85",NA,"FIL30_85","FIL30_85","...","FIL30_85","FIL30_85_F_M2","Fil30_85_F_M2_1","FIL30_85|FIL30_85_F_M2|Fil30_85_F_M2_1",46,9,37,39,NA,39,9,9,NA,TRUE,FALSE,34,34,NA,1,TRUE,NA,FALSE,"FIL30_85_F_M2_1",55.6903153635591,"Cross","...","FIL30_85","FIL30_85_D_M2","Fil30_85_D_M2_1","FIL30_85|FIL30_85_D_M2|Fil30_85_D_M2_1",49,12,37,39,8,31,7,6,1,TRUE,FALSE,34,26,8,0.764705882352941,FALSE,"FIL30_85",TRUE,"FIL30_85_D_M2_1",55.7777370937757,"Self"
"FIL30_109_F_M264",TRUE,62,65,"FIL30_109_F_M2","FIL30_109_I_M2",25,0,16,0,54,83,67,111,41,178,89,0.460674157303371,22.3918918918919,2.41044776119403,23.0758426966292,18.9179776791717,2.41044776119403,"FIL30_109","FIL30_109","FIL30_109",NA,"...","FIL30_109","FIL30_109_F_M2","Fil30_109_F_M2_1","FIL30_109|FIL30_109_F_M2|Fil30_109_F_M2_1",74,12,62,67,19,48,13,13,NA,TRUE,FALSE,58,39,19,0.672413793103448,FALSE,"FIL30_109",TRUE,"FIL30_109_F_M2_1",54.1070194245145,"Self","...","FIL30_109","FIL30_109_I_M2","Fil30_109_I_M2_1","FIL30_109|FIL30_109_I_M2|Fil30_109_I_M2_1",118,19,99,111,NA,111,28,28,NA,TRUE,FALSE,95,95,NA,1,TRUE,NA,FALSE,"FIL30_109_I_M2_1",43.8845288833108,"Cross"
"FIL30_109_I_M261",TRUE,65,62,"FIL30_109_I_M2","FIL30_109_F_M2",25,16,0,0,83,54,111,67,41,178,89,0.460674157303371,2.41044776119403,22.3918918918919,23.0758426966292,18.9179776791717,2.41044776119403,"FIL30_109",NA,"FIL30_109","FIL30_109","...","FIL30_109","FIL30_109_I_M2","Fil30_109_I_M2_1","FIL30_109|FIL30_109_I_M2|Fil30_109_I_M2_1",118,19,99,111,NA,111,28,28,NA,TRUE,FALSE,95,95,NA,1,TRUE,NA,FALSE,"FIL30_109_I_M2_1",43.8845288833108,"Cross","...","FIL30_109","FIL30_109_F_M2","Fil30_109_F_M2_1","FIL30_109|FIL30_109_F_M2|Fil30_109_F_M2_1",74,12,62,67,19,48,13,13,NA,TRUE,FALSE,58,39,19,0.672413793103448,FALSE,"FIL30_109",TRUE,"FIL30_109_F_M2_1",54.1070194245145,"Self"
"FIL20_97_D_M250",TRUE,49,51,"FIL20_97_D_M2","FIL20_97_I_M2",11,6,5,0,31,34,45,51,22,96,48,0.458333333333333,2.85294117647059,1.9,7.1875,14.1228758169935,1.9,"FIL20_97","FIL20_97","FIL20_97","FIL20_97","...","FIL20_97","FIL20_97_D_M2","Fil20_97_D_M2_1","FIL20_97|FIL20_97_D_M2|Fil20_97_D_M2_1",51,13,38,45,5,40,14,14,NA,TRUE,FALSE,38,33,5,0.868421052631579,FALSE,"FIL20_97",TRUE,"FIL20_97_D_M2_1",42.2971916099541,"Self","...","FIL20_97","FIL20_97_I_M2","Fil20_97_I_M2_1","FIL20_97|FIL20_97_I_M2|Fil20_97_I_M2_1",59,10,49,51,8,43,16,16,NA,TRUE,FALSE,45,37,8,0.822222222222222,FALSE,"FIL20_97",TRUE,"FIL20_97_I_M2_1",63.0256962480049,"Self"
