"","MatSib","i","j","iSam","jSam","het_het","het_homo","homo_het","homo_homo","len_i","len_j","tot_i","tot_j","logicSum","totSum","totMean","totProp","crToIb","ibToCr","ibToIb","fs","minTest","iSam_mother","iSam_father","jSam_mother","jSam_father","""...""","mother","sample","origin","code","n_tot","n_delly","n_gatk","nr_n","nr_het","nr_homo","nr_uni","nr_uniHet","nr_uniHomo","motherDL","sampleDL","lfm_n","lfm_het","lfm_homo","lfm_hetProp","cp_logic","father","likelySelf","originMod","coverage","cp_status","""...""","mother","sample","origin","code","n_tot","n_delly","n_gatk","nr_n","nr_het","nr_homo","nr_uni","nr_uniHet","nr_uniHomo","motherDL","sampleDL","lfm_n","lfm_het","lfm_homo","lfm_hetProp","cp_logic","father","likelySelf","originMod","coverage","cp_status"
"FIL30_43_J_M2384",TRUE,393,385,"FIL30_43_J_M2","FIL30_43_B_M2",2,0,1,1,5,10,21,20,4,41,20.5,0.195121951219512,6.6,5.35714285714286,8.83841463414634,13.2809523809524,5.35714285714286,"FIL30_43",NA,"FIL30_43",NA,"...","FIL30_43","FIL30_43_J_M2","Fil30_43_J_M2_1","FIL30_43|FIL30_43_J_M2|Fil30_43_J_M2_1",23,6,17,21,3,18,14,14,NA,TRUE,FALSE,13,13,NA,1,TRUE,NA,FALSE,"FIL30_43_J_M2_1",70.1430774009106,"Cross","...","FIL30_43","FIL30_43_B_M2","Fil30_43_B_M2_1","FIL30_43|FIL30_43_B_M2|Fil30_43_B_M2_1",23,7,16,20,3,17,9,9,NA,TRUE,FALSE,10,8,2,0.8,FALSE,NA,FALSE,"FIL30_43_B_M2_1",46.3139964952105,"Ambiguous"
"FIL30_43_E_M2391",TRUE,388,392,"FIL30_43_E_M2","FIL30_43_I_M2",6,0,0,0,8,10,27,35,6,62,31,0.193548387096774,8.58571428571429,5.5,14.7338709677419,11.7238095238095,5.5,"FIL30_43",NA,"FIL30_43",NA,"...","FIL30_43","FIL30_43_E_M2","Fil30_43_E_M2_1","FIL30_43|FIL30_43_E_M2|Fil30_43_E_M2_1",29,1,28,27,1,26,18,18,NA,TRUE,FALSE,20,20,NA,1,TRUE,NA,FALSE,"FIL30_43_E_M2_1",68.4975541556113,"Cross","...","FIL30_43","FIL30_43_I_M2","Fil30_43_I_M2_1","FIL30_43|FIL30_43_I_M2|Fil30_43_I_M2_1",38,6,32,35,NA,35,24,24,NA,TRUE,FALSE,25,25,NA,1,TRUE,NA,FALSE,"FIL30_43_I_M2_1",45.9760706288393,"Cross"
"FIL30_43_I_M2387",TRUE,392,388,"FIL30_43_I_M2","FIL30_43_E_M2",6,0,0,0,10,8,35,27,6,62,31,0.193548387096774,5.5,8.58571428571429,14.7338709677419,11.7238095238095,5.5,"FIL30_43",NA,"FIL30_43",NA,"...","FIL30_43","FIL30_43_I_M2","Fil30_43_I_M2_1","FIL30_43|FIL30_43_I_M2|Fil30_43_I_M2_1",38,6,32,35,NA,35,24,24,NA,TRUE,FALSE,25,25,NA,1,TRUE,NA,FALSE,"FIL30_43_I_M2_1",45.9760706288393,"Cross","...","FIL30_43","FIL30_43_E_M2","Fil30_43_E_M2_1","FIL30_43|FIL30_43_E_M2|Fil30_43_E_M2_1",29,1,28,27,1,26,18,18,NA,TRUE,FALSE,20,20,NA,1,TRUE,NA,FALSE,"FIL30_43_E_M2_1",68.4975541556113,"Cross"
"FIL30_33_F_M2388",FALSE,280,389,"FIL30_33_F_M2","FIL30_43_F_M2",3,0,1,1,7,10,33,19,5,52,26,0.192307692307692,4.92105263157895,9.5,11.2307692307692,15.4928229665072,4.92105263157895,"FIL30_33",NA,"FIL30_43",NA,"...","FIL30_33","FIL30_33_F_M2","Fil30_33_F_M2_1","FIL30_33|FIL30_33_F_M2|Fil30_33_F_M2_1",34,3,31,33,3,30,25,24,1,TRUE,FALSE,26,25,1,0.961538461538462,FALSE,NA,FALSE,"FIL30_33_F_M2_1",68.3405026536292,"Ambiguous","...","FIL30_43","FIL30_43_F_M2","Fil30_43_F_M2_1","FIL30_43|FIL30_43_F_M2|Fil30_43_F_M2_1",25,10,15,19,2,17,7,7,NA,TRUE,FALSE,9,8,1,0.888888888888889,FALSE,NA,FALSE,"FIL30_43_F_M2_1",39.8389480345368,"Ambiguous"
"FIL30_33_G_M2391",FALSE,281,392,"FIL30_33_G_M2","FIL30_43_I_M2",4,0,1,0,5,10,17,35,5,52,26,0.192307692307692,10.8714285714286,1.67647058823529,11.5769230769231,12.7966386554622,1.67647058823529,"FIL30_33",NA,"FIL30_43",NA,"...","FIL30_33","FIL30_33_G_M2","Fil30_33_G_M2_1","FIL30_33|FIL30_33_G_M2|Fil30_33_G_M2_1",19,4,15,17,1,16,12,12,NA,TRUE,FALSE,12,12,NA,1,TRUE,NA,FALSE,"FIL30_33_G_M2_1",85.1090067822799,"Cross","...","FIL30_43","FIL30_43_I_M2","Fil30_43_I_M2_1","FIL30_43|FIL30_43_I_M2|Fil30_43_I_M2_1",38,6,32,35,NA,35,24,24,NA,TRUE,FALSE,25,25,NA,1,TRUE,NA,FALSE,"FIL30_43_I_M2_1",45.9760706288393,"Cross"
"FIL30_43_F_M2279",FALSE,389,280,"FIL30_43_F_M2","FIL30_33_F_M2",3,1,0,1,10,7,19,33,5,52,26,0.192307692307692,9.5,4.92105263157895,11.2307692307692,15.4928229665072,4.92105263157895,"FIL30_43",NA,"FIL30_33",NA,"...","FIL30_43","FIL30_43_F_M2","Fil30_43_F_M2_1","FIL30_43|FIL30_43_F_M2|Fil30_43_F_M2_1",25,10,15,19,2,17,7,7,NA,TRUE,FALSE,9,8,1,0.888888888888889,FALSE,NA,FALSE,"FIL30_43_F_M2_1",39.8389480345368,"Ambiguous","...","FIL30_33","FIL30_33_F_M2","Fil30_33_F_M2_1","FIL30_33|FIL30_33_F_M2|Fil30_33_F_M2_1",34,3,31,33,3,30,25,24,1,TRUE,FALSE,26,25,1,0.961538461538462,FALSE,NA,FALSE,"FIL30_33_F_M2_1",68.3405026536292,"Ambiguous"
"FIL30_43_I_M2280",FALSE,392,281,"FIL30_43_I_M2","FIL30_33_G_M2",4,1,0,0,10,5,35,17,5,52,26,0.192307692307692,1.67647058823529,10.8714285714286,11.5769230769231,12.7966386554622,1.67647058823529,"FIL30_43",NA,"FIL30_33",NA,"...","FIL30_43","FIL30_43_I_M2","Fil30_43_I_M2_1","FIL30_43|FIL30_43_I_M2|Fil30_43_I_M2_1",38,6,32,35,NA,35,24,24,NA,TRUE,FALSE,25,25,NA,1,TRUE,NA,FALSE,"FIL30_43_I_M2_1",45.9760706288393,"Cross","...","FIL30_33","FIL30_33_G_M2","Fil30_33_G_M2_1","FIL30_33|FIL30_33_G_M2|Fil30_33_G_M2_1",19,4,15,17,1,16,12,12,NA,TRUE,FALSE,12,12,NA,1,TRUE,NA,FALSE,"FIL30_33_G_M2_1",85.1090067822799,"Cross"
"FIL20_97_A_M2383",FALSE,46,384,"FIL20_97_A_M2","FIL30_43_A_M2",6,0,1,0,31,16,38,35,7,73,36.5,0.191780821917808,8.58571428571429,8,16.4982876712329,16.4518796992481,8,"FIL20_97","FIL20_97","FIL30_43",NA,"...","FIL20_97","FIL20_97_A_M2","Fil20_97_A_M2_1","FIL20_97|FIL20_97_A_M2|Fil20_97_A_M2_1",46,13,33,38,5,33,7,7,NA,TRUE,FALSE,32,27,5,0.84375,FALSE,"FIL20_97",TRUE,"FIL20_97_A_M2_1",69.7598781168918,"Self","...","FIL30_43","FIL30_43_A_M2","Fil30_43_A_M2_1","FIL30_43|FIL30_43_A_M2|Fil30_43_A_M2_1",36,2,34,35,NA,35,19,19,NA,TRUE,FALSE,26,26,NA,1,TRUE,NA,FALSE,"FIL30_43_A_M2_1",59.6832281434657,"Cross"
"FIL30_43_A_M245",FALSE,384,46,"FIL30_43_A_M2","FIL20_97_A_M2",6,1,0,0,16,31,35,38,7,73,36.5,0.191780821917808,8,8.58571428571429,16.4982876712329,16.4518796992481,8,"FIL30_43",NA,"FIL20_97","FIL20_97","...","FIL30_43","FIL30_43_A_M2","Fil30_43_A_M2_1","FIL30_43|FIL30_43_A_M2|Fil30_43_A_M2_1",36,2,34,35,NA,35,19,19,NA,TRUE,FALSE,26,26,NA,1,TRUE,NA,FALSE,"FIL30_43_A_M2_1",59.6832281434657,"Cross","...","FIL20_97","FIL20_97_A_M2","Fil20_97_A_M2_1","FIL20_97|FIL20_97_A_M2|Fil20_97_A_M2_1",46,13,33,38,5,33,7,7,NA,TRUE,FALSE,32,27,5,0.84375,FALSE,"FIL20_97",TRUE,"FIL20_97_A_M2_1",69.7598781168918,"Self"
"FIL30_28_M2238",FALSE,229,239,"FIL30_28_M2","FIL30_29_M2",8,7,0,0,40,16,99,58,15,157,78.5,0.191082802547771,7.37931034482759,35.4393939393939,35.0660828025478,49.9998258446534,7.37931034482759,"FIL30_28",NA,"FIL30_29","FIL30_29","...","FIL30_28","FIL30_28_M2","FIL30_28_M2-2","FIL30_28|FIL30_28_M2|FIL30_28_M2-2",107,24,83,99,NA,99,55,55,NA,FALSE,FALSE,78,78,NA,1,TRUE,NA,FALSE,"FIL30_28_M2_2",25.4080730764514,"Cross","...","FIL30_29","FIL30_29_M2","FIL30_29_M2-2","FIL30_29|FIL30_29_M2|FIL30_29_M2-2",65,2,63,58,17,41,40,30,10,FALSE,FALSE,56,39,17,0.696428571428571,FALSE,"FIL30_29",TRUE,"FIL30_29_M2_2",38.8725754598404,"Self"
"FIL30_29_M2228",FALSE,239,229,"FIL30_29_M2","FIL30_28_M2",8,0,7,0,16,40,58,99,15,157,78.5,0.191082802547771,35.4393939393939,7.37931034482759,35.0660828025478,49.9998258446534,7.37931034482759,"FIL30_29","FIL30_29","FIL30_28",NA,"...","FIL30_29","FIL30_29_M2","FIL30_29_M2-2","FIL30_29|FIL30_29_M2|FIL30_29_M2-2",65,2,63,58,17,41,40,30,10,FALSE,FALSE,56,39,17,0.696428571428571,FALSE,"FIL30_29",TRUE,"FIL30_29_M2_2",38.8725754598404,"Self","...","FIL30_28","FIL30_28_M2","FIL30_28_M2-2","FIL30_28|FIL30_28_M2|FIL30_28_M2-2",107,24,83,99,NA,99,55,55,NA,FALSE,FALSE,78,78,NA,1,TRUE,NA,FALSE,"FIL30_28_M2_2",25.4080730764514,"Cross"
"FIL30_33_F_M2384",FALSE,280,385,"FIL30_33_F_M2","FIL30_43_B_M2",3,0,1,1,7,10,33,20,5,53,26.5,0.188679245283019,5.35,9.5,11.5731132075472,15.9454545454545,5.35,"FIL30_33",NA,"FIL30_43",NA,"...","FIL30_33","FIL30_33_F_M2","Fil30_33_F_M2_1","FIL30_33|FIL30_33_F_M2|Fil30_33_F_M2_1",34,3,31,33,3,30,25,24,1,TRUE,FALSE,26,25,1,0.961538461538462,FALSE,NA,FALSE,"FIL30_33_F_M2_1",68.3405026536292,"Ambiguous","...","FIL30_43","FIL30_43_B_M2","Fil30_43_B_M2_1","FIL30_43|FIL30_43_B_M2|Fil30_43_B_M2_1",23,7,16,20,3,17,9,9,NA,TRUE,FALSE,10,8,2,0.8,FALSE,NA,FALSE,"FIL30_43_B_M2_1",46.3139964952105,"Ambiguous"
"FIL30_33_J_M2387",FALSE,284,388,"FIL30_33_J_M2","FIL30_43_E_M2",4,1,0,0,8,8,26,27,5,53,26.5,0.188679245283019,5.5,6.84615384615384,11.9127358490566,12.9159544159544,5.5,"FIL30_33","FIL30_33","FIL30_43",NA,"...","FIL30_33","FIL30_33_J_M2","Fil30_33_J_M2_1","FIL30_33|FIL30_33_J_M2|Fil30_33_J_M2_1",27,1,26,26,3,23,17,17,NA,TRUE,FALSE,20,18,2,0.9,FALSE,"FIL30_33",TRUE,"FIL30_33_J_M2_1",69.6142797024908,"Self","...","FIL30_43","FIL30_43_E_M2","Fil30_43_E_M2_1","FIL30_43|FIL30_43_E_M2|Fil30_43_E_M2_1",29,1,28,27,1,26,18,18,NA,TRUE,FALSE,20,20,NA,1,TRUE,NA,FALSE,"FIL30_43_E_M2_1",68.4975541556113,"Cross"
"FIL30_43_B_M2279",FALSE,385,280,"FIL30_43_B_M2","FIL30_33_F_M2",3,1,0,1,10,7,20,33,5,53,26.5,0.188679245283019,9.5,5.35,11.5731132075472,15.9454545454545,5.35,"FIL30_43",NA,"FIL30_33",NA,"...","FIL30_43","FIL30_43_B_M2","Fil30_43_B_M2_1","FIL30_43|FIL30_43_B_M2|Fil30_43_B_M2_1",23,7,16,20,3,17,9,9,NA,TRUE,FALSE,10,8,2,0.8,FALSE,NA,FALSE,"FIL30_43_B_M2_1",46.3139964952105,"Ambiguous","...","FIL30_33","FIL30_33_F_M2","Fil30_33_F_M2_1","FIL30_33|FIL30_33_F_M2|Fil30_33_F_M2_1",34,3,31,33,3,30,25,24,1,TRUE,FALSE,26,25,1,0.961538461538462,FALSE,NA,FALSE,"FIL30_33_F_M2_1",68.3405026536292,"Ambiguous"
"FIL30_43_E_M2283",FALSE,388,284,"FIL30_43_E_M2","FIL30_33_J_M2",4,0,1,0,8,8,27,26,5,53,26.5,0.188679245283019,6.84615384615384,5.5,11.9127358490566,12.9159544159544,5.5,"FIL30_43",NA,"FIL30_33","FIL30_33","...","FIL30_43","FIL30_43_E_M2","Fil30_43_E_M2_1","FIL30_43|FIL30_43_E_M2|Fil30_43_E_M2_1",29,1,28,27,1,26,18,18,NA,TRUE,FALSE,20,20,NA,1,TRUE,NA,FALSE,"FIL30_43_E_M2_1",68.4975541556113,"Cross","...","FIL30_33","FIL30_33_J_M2","Fil30_33_J_M2_1","FIL30_33|FIL30_33_J_M2|Fil30_33_J_M2_1",27,1,26,26,3,23,17,17,NA,TRUE,FALSE,20,18,2,0.9,FALSE,"FIL30_33",TRUE,"FIL30_33_J_M2_1",69.6142797024908,"Self"
"FIL20_25_A_M2254",FALSE,29,255,"FIL20_25_A_M2","FIL30_305_M2",9,0,4,0,34,20,50,88,13,138,69,0.188405797101449,28.7613636363636,5.78,30.6630434782609,38.0809090909091,5.78,"FIL20_25","FIL20_25","FIL30_305",NA,"...","FIL20_25","FIL20_25_A_M2","Fil20_25_A_M2_1","FIL20_25|FIL20_25_A_M2|Fil20_25_A_M2_1",59,5,54,50,14,36,15,13,2,TRUE,FALSE,45,34,11,0.755555555555556,FALSE,"FIL20_25",TRUE,"FIL20_25_A_M2_1",56.9388111234489,"Self","...","FIL30_305","FIL30_305_M2","FIL30_305_M2-4","FIL30_305|FIL30_305_M2|FIL30_305_M2-4",94,9,85,88,NA,88,67,67,NA,FALSE,FALSE,79,79,NA,1,TRUE,NA,FALSE,"FIL30_305_M2_4",35.0642491077725,"Cross"
"FIL30_305_M228",FALSE,255,29,"FIL30_305_M2","FIL20_25_A_M2",9,4,0,0,20,34,88,50,13,138,69,0.188405797101449,5.78,28.7613636363636,30.6630434782609,38.0809090909091,5.78,"FIL30_305",NA,"FIL20_25","FIL20_25","...","FIL30_305","FIL30_305_M2","FIL30_305_M2-4","FIL30_305|FIL30_305_M2|FIL30_305_M2-4",94,9,85,88,NA,88,67,67,NA,FALSE,FALSE,79,79,NA,1,TRUE,NA,FALSE,"FIL30_305_M2_4",35.0642491077725,"Cross","...","FIL20_25","FIL20_25_A_M2","Fil20_25_A_M2_1","FIL20_25|FIL20_25_A_M2|Fil20_25_A_M2_1",59,5,54,50,14,36,15,13,2,TRUE,FALSE,45,34,11,0.755555555555556,FALSE,"FIL20_25",TRUE,"FIL20_25_A_M2_1",56.9388111234489,"Self"
"FIL30_745_M2685",FALSE,676,686,"FIL30_745_M2","FIL30_756_M2",10,0,7,0,29,32,71,110,17,181,90.5,0.187845303867403,37.7272727272727,9.86619718309859,40.4385359116022,55.1350832266325,9.86619718309859,"FIL30_745","FIL30_745","FIL30_756",NA,"...","FIL30_745","FIL30_745_M2","FIL30.745.M2","FIL30_745|FIL30_745_M2|FIL30.745.M2",77,12,65,71,14,57,39,35,4,FALSE,FALSE,62,49,13,0.790322580645161,FALSE,"FIL30_745",TRUE,"FIL30_745_M2",NA,"Self","...","FIL30_756","FIL30_756_M2","FIL30.756.M2","FIL30_756|FIL30_756_M2|FIL30.756.M2",116,22,94,110,NA,110,75,75,NA,FALSE,FALSE,92,92,NA,1,TRUE,NA,FALSE,"FIL30_756_M2",62.2897105916755,"Cross"
"FIL30_756_M2675",FALSE,686,676,"FIL30_756_M2","FIL30_745_M2",10,7,0,0,32,29,110,71,17,181,90.5,0.187845303867403,9.86619718309859,37.7272727272727,40.4385359116022,55.1350832266325,9.86619718309859,"FIL30_756",NA,"FIL30_745","FIL30_745","...","FIL30_756","FIL30_756_M2","FIL30.756.M2","FIL30_756|FIL30_756_M2|FIL30.756.M2",116,22,94,110,NA,110,75,75,NA,FALSE,FALSE,92,92,NA,1,TRUE,NA,FALSE,"FIL30_756_M2",62.2897105916755,"Cross","...","FIL30_745","FIL30_745_M2","FIL30.745.M2","FIL30_745|FIL30_745_M2|FIL30.745.M2",77,12,65,71,14,57,39,35,4,FALSE,FALSE,62,49,13,0.790322580645161,FALSE,"FIL30_745",TRUE,"FIL30_745_M2",NA,"Self"
"FIL30_33_C_M2281",TRUE,278,282,"FIL30_33_C_M2","FIL30_33_H_M2",3,1,2,0,9,12,36,28,6,64,32,0.1875,7.17857142857143,9.41666666666667,13.78125,21.1428571428571,7.17857142857143,"FIL30_33",NA,"FIL30_33",NA,"...","FIL30_33","FIL30_33_C_M2","Fil30_33_C_M2_1","FIL30_33|FIL30_33_C_M2|Fil30_33_C_M2_1",39,4,35,36,3,33,26,26,NA,TRUE,FALSE,29,28,1,0.96551724137931,FALSE,NA,FALSE,"FIL30_33_C_M2_1",61.1829765743424,"Ambiguous","...","FIL30_33","FIL30_33_H_M2","Fil30_33_H_M2_1","FIL30_33|FIL30_33_H_M2|Fil30_33_H_M2_1",30,3,27,28,2,26,15,15,NA,TRUE,FALSE,18,17,1,0.944444444444444,FALSE,NA,FALSE,"FIL30_33_H_M2_1",39.0600238281023,"Ambiguous"
"FIL30_33_G_M2389",FALSE,281,390,"FIL30_33_G_M2","FIL30_43_G_M2",1,1,0,1,5,7,17,15,3,32,16,0.1875,4.1,6.6764705882353,7.3125,12.2509803921569,4.1,"FIL30_33",NA,"FIL30_43",NA,"...","FIL30_33","FIL30_33_G_M2","Fil30_33_G_M2_1","FIL30_33|FIL30_33_G_M2|Fil30_33_G_M2_1",19,4,15,17,1,16,12,12,NA,TRUE,FALSE,12,12,NA,1,TRUE,NA,FALSE,"FIL30_33_G_M2_1",85.1090067822799,"Cross","...","FIL30_43","FIL30_43_G_M2","Fil30_43_G_M2_1","FIL30_43|FIL30_43_G_M2|Fil30_43_G_M2_1",16,1,15,15,2,13,7,7,NA,TRUE,FALSE,9,9,NA,1,FALSE,NA,FALSE,"FIL30_43_G_M2_1",76.3197016700569,"Ambiguous"
"FIL30_33_H_M2277",TRUE,282,278,"FIL30_33_H_M2","FIL30_33_C_M2",3,2,1,0,12,9,28,36,6,64,32,0.1875,9.41666666666667,7.17857142857143,13.78125,21.1428571428571,7.17857142857143,"FIL30_33",NA,"FIL30_33",NA,"...","FIL30_33","FIL30_33_H_M2","Fil30_33_H_M2_1","FIL30_33|FIL30_33_H_M2|Fil30_33_H_M2_1",30,3,27,28,2,26,15,15,NA,TRUE,FALSE,18,17,1,0.944444444444444,FALSE,NA,FALSE,"FIL30_33_H_M2_1",39.0600238281023,"Ambiguous","...","FIL30_33","FIL30_33_C_M2","Fil30_33_C_M2_1","FIL30_33|FIL30_33_C_M2|Fil30_33_C_M2_1",39,4,35,36,3,33,26,26,NA,TRUE,FALSE,29,28,1,0.96551724137931,FALSE,NA,FALSE,"FIL30_33_C_M2_1",61.1829765743424,"Ambiguous"
"FIL30_43_G_M2280",FALSE,390,281,"FIL30_43_G_M2","FIL30_33_G_M2",1,0,1,1,7,5,15,17,3,32,16,0.1875,6.6764705882353,4.1,7.3125,12.2509803921569,4.1,"FIL30_43",NA,"FIL30_33",NA,"...","FIL30_43","FIL30_43_G_M2","Fil30_43_G_M2_1","FIL30_43|FIL30_43_G_M2|Fil30_43_G_M2_1",16,1,15,15,2,13,7,7,NA,TRUE,FALSE,9,9,NA,1,FALSE,NA,FALSE,"FIL30_43_G_M2_1",76.3197016700569,"Ambiguous","...","FIL30_33","FIL30_33_G_M2","Fil30_33_G_M2_1","FIL30_33|FIL30_33_G_M2|Fil30_33_G_M2_1",19,4,15,17,1,16,12,12,NA,TRUE,FALSE,12,12,NA,1,TRUE,NA,FALSE,"FIL30_33_G_M2_1",85.1090067822799,"Cross"
"FIL20_97_I_M2383",FALSE,51,384,"FIL20_97_I_M2","FIL30_43_A_M2",4,0,4,0,34,16,51,35,8,86,43,0.186046511627907,10.8714285714286,12.3235294117647,19.5988372093023,28.5417366946779,10.8714285714286,"FIL20_97","FIL20_97","FIL30_43",NA,"...","FIL20_97","FIL20_97_I_M2","Fil20_97_I_M2_1","FIL20_97|FIL20_97_I_M2|Fil20_97_I_M2_1",59,10,49,51,8,43,16,16,NA,TRUE,FALSE,45,37,8,0.822222222222222,FALSE,"FIL20_97",TRUE,"FIL20_97_I_M2_1",63.0256962480049,"Self","...","FIL30_43","FIL30_43_A_M2","Fil30_43_A_M2_1","FIL30_43|FIL30_43_A_M2|Fil30_43_A_M2_1",36,2,34,35,NA,35,19,19,NA,TRUE,FALSE,26,26,NA,1,TRUE,NA,FALSE,"FIL30_43_A_M2_1",59.6832281434657,"Cross"
"FIL30_43_A_M250",FALSE,384,51,"FIL30_43_A_M2","FIL20_97_I_M2",4,4,0,0,16,34,35,51,8,86,43,0.186046511627907,12.3235294117647,10.8714285714286,19.5988372093023,28.5417366946779,10.8714285714286,"FIL30_43",NA,"FIL20_97","FIL20_97","...","FIL30_43","FIL30_43_A_M2","Fil30_43_A_M2_1","FIL30_43|FIL30_43_A_M2|Fil30_43_A_M2_1",36,2,34,35,NA,35,19,19,NA,TRUE,FALSE,26,26,NA,1,TRUE,NA,FALSE,"FIL30_43_A_M2_1",59.6832281434657,"Cross","...","FIL20_97","FIL20_97_I_M2","Fil20_97_I_M2_1","FIL20_97|FIL20_97_I_M2|Fil20_97_I_M2_1",59,10,49,51,8,43,16,16,NA,TRUE,FALSE,45,37,8,0.822222222222222,FALSE,"FIL20_97",TRUE,"FIL20_97_I_M2_1",63.0256962480049,"Self"
"FIL20_66_D_M243",TRUE,43,44,"FIL20_66_D_M2","FIL20_66_E_M2",11,0,0,0,37,28,57,62,11,119,59.5,0.184873949579832,14.8548387096774,12.8684210526316,28.7258403361345,23.6488398415393,12.8684210526316,"FIL20_66",NA,"FIL20_66",NA,"...","FIL20_66","FIL20_66_D_M2","Fil20_66_D_M2_1","FIL20_66|FIL20_66_D_M2|Fil20_66_D_M2_1",64,9,55,57,NA,57,20,20,NA,TRUE,FALSE,51,51,NA,1,TRUE,NA,FALSE,"FIL20_66_D_M2_1",92.8383482262631,"Cross","...","FIL20_66","FIL20_66_E_M2","Fil20_66_E_M2_1","FIL20_66|FIL20_66_E_M2|Fil20_66_E_M2_1",74,21,53,62,NA,62,31,31,NA,TRUE,FALSE,51,51,NA,1,TRUE,NA,FALSE,"FIL20_66_E_M2_1",79.8706641981041,"Cross"
"FIL20_66_E_M242",TRUE,44,43,"FIL20_66_E_M2","FIL20_66_D_M2",11,0,0,0,28,37,62,57,11,119,59.5,0.184873949579832,12.8684210526316,14.8548387096774,28.7258403361345,23.6488398415393,12.8684210526316,"FIL20_66",NA,"FIL20_66",NA,"...","FIL20_66","FIL20_66_E_M2","Fil20_66_E_M2_1","FIL20_66|FIL20_66_E_M2|Fil20_66_E_M2_1",74,21,53,62,NA,62,31,31,NA,TRUE,FALSE,51,51,NA,1,TRUE,NA,FALSE,"FIL20_66_E_M2_1",79.8706641981041,"Cross","...","FIL20_66","FIL20_66_D_M2","Fil20_66_D_M2_1","FIL20_66|FIL20_66_D_M2|Fil20_66_D_M2_1",64,9,55,57,NA,57,20,20,NA,TRUE,FALSE,51,51,NA,1,TRUE,NA,FALSE,"FIL20_66_D_M2_1",92.8383482262631,"Cross"
"FIL30_33_C_M2386",FALSE,278,387,"FIL30_33_C_M2","FIL30_43_D_M2",5,0,1,0,9,8,36,29,6,65,32.5,0.184615384615385,7.08620689655172,8.25,14.8673076923077,15.6130268199234,7.08620689655172,"FIL30_33",NA,"FIL30_43",NA,"...","FIL30_33","FIL30_33_C_M2","Fil30_33_C_M2_1","FIL30_33|FIL30_33_C_M2|Fil30_33_C_M2_1",39,4,35,36,3,33,26,26,NA,TRUE,FALSE,29,28,1,0.96551724137931,FALSE,NA,FALSE,"FIL30_33_C_M2_1",61.1829765743424,"Ambiguous","...","FIL30_43","FIL30_43_D_M2","Fil30_43_D_M2_1","FIL30_43|FIL30_43_D_M2|Fil30_43_D_M2_1",33,4,29,29,1,28,20,20,NA,TRUE,FALSE,23,22,1,0.956521739130435,FALSE,NA,FALSE,"FIL30_43_D_M2_1",53.305989351354,"Ambiguous"
"FIL30_43_D_M2277",FALSE,387,278,"FIL30_43_D_M2","FIL30_33_C_M2",5,1,0,0,8,9,29,36,6,65,32.5,0.184615384615385,8.25,7.08620689655172,14.8673076923077,15.6130268199234,7.08620689655172,"FIL30_43",NA,"FIL30_33",NA,"...","FIL30_43","FIL30_43_D_M2","Fil30_43_D_M2_1","FIL30_43|FIL30_43_D_M2|Fil30_43_D_M2_1",33,4,29,29,1,28,20,20,NA,TRUE,FALSE,23,22,1,0.956521739130435,FALSE,NA,FALSE,"FIL30_43_D_M2_1",53.305989351354,"Ambiguous","...","FIL30_33","FIL30_33_C_M2","Fil30_33_C_M2_1","FIL30_33|FIL30_33_C_M2|Fil30_33_C_M2_1",39,4,35,36,3,33,26,26,NA,TRUE,FALSE,29,28,1,0.96551724137931,FALSE,NA,FALSE,"FIL30_33_C_M2_1",61.1829765743424,"Ambiguous"
"FIL20_25_I_M2186",FALSE,34,187,"FIL20_25_I_M2","FIL30_237_M2",12,0,1,0,40,53,60,82,13,142,71,0.183098591549296,22.2682926829268,11.3,33.419014084507,31.3121951219512,11.3,"FIL20_25","FIL20_25","FIL30_237",NA,"...","FIL20_25","FIL20_25_I_M2","Fil20_25_I_M2_1","FIL20_25|FIL20_25_I_M2|Fil20_25_I_M2_1",69,4,65,60,18,42,19,16,3,TRUE,FALSE,56,38,18,0.678571428571429,FALSE,"FIL20_25",TRUE,"FIL20_25_I_M2_1",61.8181587370858,"Self","...","FIL30_237","FIL30_237_M2","FIL30_237_M2-4","FIL30_237|FIL30_237_M2|FIL30_237_M2-4",98,14,84,82,NA,82,24,24,NA,FALSE,FALSE,72,72,NA,1,TRUE,NA,FALSE,"FIL30_237_M2_4",34.7985077292588,"Cross"
"FIL30_237_M233",FALSE,187,34,"FIL30_237_M2","FIL20_25_I_M2",12,1,0,0,53,40,82,60,13,142,71,0.183098591549296,11.3,22.2682926829268,33.419014084507,31.3121951219512,11.3,"FIL30_237",NA,"FIL20_25","FIL20_25","...","FIL30_237","FIL30_237_M2","FIL30_237_M2-4","FIL30_237|FIL30_237_M2|FIL30_237_M2-4",98,14,84,82,NA,82,24,24,NA,FALSE,FALSE,72,72,NA,1,TRUE,NA,FALSE,"FIL30_237_M2_4",34.7985077292588,"Cross","...","FIL20_25","FIL20_25_I_M2","Fil20_25_I_M2_1","FIL20_25|FIL20_25_I_M2|Fil20_25_I_M2_1",69,4,65,60,18,42,19,16,3,TRUE,FALSE,56,38,18,0.678571428571429,FALSE,"FIL20_25",TRUE,"FIL20_25_I_M2_1",61.8181587370858,"Self"
