"","i","j","iSam","jSam","het_het","het_homo","homo_het","homo_homo","len_i","len_j","tot_i","tot_j","logicSum","totSum","totMean","totProp","crToIb","ibToCr","ibToIb","fs","iSam_mother","iSam_father","jSam_mother","jSam_father","""...""","mother","sample","origin","code","n_tot","n_delly","n_gatk","nr_n","nr_het","nr_homo","nr_uni","nr_uniHet","nr_uniHomo","motherDL","sampleDL","lfm_n","lfm_het","lfm_homo","lfm_hetProp","cp_logic","father","likelySelf","originMod","coverage","cp_status","""...""","mother","sample","origin","code","n_tot","n_delly","n_gatk","nr_n","nr_het","nr_homo","nr_uni","nr_uniHet","nr_uniHomo","motherDL","sampleDL","lfm_n","lfm_het","lfm_homo","lfm_hetProp","cp_logic","father","likelySelf","originMod","coverage","cp_status"
"FIL30_73_M263",641,64,"FIL30_73_M2","FIL30_109_I_M2",27,0,0,0,28,82,80,110,27,190,95,0.284210526315789,20.8818181818182,13.3375,40.2710526315789,18.4795454545455,"FIL30_73",NA,"FIL30_109",NA,"...","FIL30_73","FIL30_73_M2","FIL30_73_M2-2","FIL30_73|FIL30_73_M2|FIL30_73_M2-2",86,21,65,81,NA,81,47,47,NA,FALSE,FALSE,65,65,NA,1,TRUE,NA,FALSE,"FIL30_73_M2_2",42.388744343456,"Cross","...","FIL30_109","FIL30_109_I_M2","Fil30_109_I_M2_1","FIL30_109|FIL30_109_I_M2|Fil30_109_I_M2_1",118,19,99,111,NA,111,28,28,NA,TRUE,FALSE,95,95,NA,1,TRUE,NA,FALSE,"FIL30_109_I_M2_1",43.8845288833108,"Cross"
"FIL30_1_M2686",52,687,"FIL30_1_M2","FIL30_79_M2",14,0,11,0,25,29,73,104,25,177,88.5,0.282485875706215,29.6538461538462,4.5,31.2224576271186,41.6390937829294,"FIL30_1","FIL30_1","FIL30_79",NA,"...","FIL30_1","FIL30_1_M2","FIL30_1_M2-2","FIL30_1|FIL30_1_M2|FIL30_1_M2-2",100,12,88,74,22,52,41,30,11,FALSE,FALSE,65,48,17,0.738461538461539,FALSE,"FIL30_1",TRUE,"FIL30_1_M2_2",35.4020163887442,"Self","...","FIL30_79","FIL30_79_M2","FIL30_79_M2-3","FIL30_79|FIL30_79_M2|FIL30_79_M2-3",126,31,95,106,NA,106,69,69,NA,FALSE,FALSE,86,86,NA,1,TRUE,NA,FALSE,"FIL30_79_M2_3",36.0488832178795,"Cross"
"FIL30_79_M251",687,52,"FIL30_79_M2","FIL30_1_M2",14,11,0,0,29,25,104,73,25,177,88.5,0.282485875706215,4.5,29.6538461538462,31.2224576271186,41.6390937829294,"FIL30_79",NA,"FIL30_1","FIL30_1","...","FIL30_79","FIL30_79_M2","FIL30_79_M2-3","FIL30_79|FIL30_79_M2|FIL30_79_M2-3",126,31,95,106,NA,106,69,69,NA,FALSE,FALSE,86,86,NA,1,TRUE,NA,FALSE,"FIL30_79_M2_3",36.0488832178795,"Cross","...","FIL30_1","FIL30_1_M2","FIL30_1_M2-2","FIL30_1|FIL30_1_M2|FIL30_1_M2-2",100,12,88,74,22,52,41,30,11,FALSE,FALSE,65,48,17,0.738461538461539,FALSE,"FIL30_1",TRUE,"FIL30_1_M2_2",35.4020163887442,"Self"
"FIL20_161_D_M218",14,19,"FIL20_161_D_M2","FIL20_161_I_M2",4,1,5,0,21,21,38,33,10,71,35.5,0.28169014084507,8.13636363636364,6.21052631578947,12.3714788732394,21.3118022328549,"FIL20_161","FIL20_161","FIL20_161","FIL20_161","...","FIL20_161","FIL20_161_D_M2","Fil20_161_D_M2_1","FIL20_161|FIL20_161_D_M2|Fil20_161_D_M2_1",44,12,32,39,7,32,15,13,2,TRUE,FALSE,31,24,7,0.774193548387097,FALSE,"FIL20_161",TRUE,"FIL20_161_D_M2_1",52.7499777250836,"Self","...","FIL20_161","FIL20_161_I_M2","Fil20_161_I_M2_1","FIL20_161|FIL20_161_I_M2|Fil20_161_I_M2_1",35,2,33,34,6,28,12,12,NA,TRUE,FALSE,32,26,6,0.8125,FALSE,"FIL20_161",TRUE,"FIL20_161_I_M2_1",51.1738566504567,"Self"
"FIL20_161_I_M213",19,14,"FIL20_161_I_M2","FIL20_161_D_M2",4,5,1,0,21,21,33,38,10,71,35.5,0.28169014084507,6.21052631578947,8.13636363636364,12.3714788732394,21.3118022328549,"FIL20_161","FIL20_161","FIL20_161","FIL20_161","...","FIL20_161","FIL20_161_I_M2","Fil20_161_I_M2_1","FIL20_161|FIL20_161_I_M2|Fil20_161_I_M2_1",35,2,33,34,6,28,12,12,NA,TRUE,FALSE,32,26,6,0.8125,FALSE,"FIL20_161",TRUE,"FIL20_161_I_M2_1",51.1738566504567,"Self","...","FIL20_161","FIL20_161_D_M2","Fil20_161_D_M2_1","FIL20_161|FIL20_161_D_M2|Fil20_161_D_M2_1",44,12,32,39,7,32,15,13,2,TRUE,FALSE,31,24,7,0.774193548387097,FALSE,"FIL20_161",TRUE,"FIL20_161_D_M2_1",52.7499777250836,"Self"
"FIL30_183_M2200",131,201,"FIL30_183_M2","FIL30_260_M2",21,0,5,0,52,41,75,111,26,186,93,0.279569892473118,25.4189189189189,5.14,33.5887096774194,28.7059459459459,"FIL30_183","FIL30_183","FIL30_260",NA,"...","FIL30_183","FIL30_183_M2","FIL30_183_M2-3","FIL30_183|FIL30_183_M2|FIL30_183_M2-3",83,21,62,76,16,60,23,22,1,FALSE,FALSE,59,43,16,0.728813559322034,FALSE,"FIL30_183",TRUE,"FIL30_183_M2_3",38.2636746795406,"Self","...","FIL30_260","FIL30_260_M2","FIL30_260_M2-4","FIL30_260|FIL30_260_M2|FIL30_260_M2-4",138,36,102,112,NA,112,58,58,NA,FALSE,FALSE,88,88,NA,1,TRUE,NA,FALSE,"FIL30_260_M2_4",53.2422288394482,"Cross"
"FIL30_260_M2130",201,131,"FIL30_260_M2","FIL30_183_M2",21,5,0,0,41,52,111,75,26,186,93,0.279569892473118,5.14,25.4189189189189,33.5887096774194,28.7059459459459,"FIL30_260",NA,"FIL30_183","FIL30_183","...","FIL30_260","FIL30_260_M2","FIL30_260_M2-4","FIL30_260|FIL30_260_M2|FIL30_260_M2-4",138,36,102,112,NA,112,58,58,NA,FALSE,FALSE,88,88,NA,1,TRUE,NA,FALSE,"FIL30_260_M2_4",53.2422288394482,"Cross","...","FIL30_183","FIL30_183_M2","FIL30_183_M2-3","FIL30_183|FIL30_183_M2|FIL30_183_M2-3",83,21,62,76,16,60,23,22,1,FALSE,FALSE,59,43,16,0.728813559322034,FALSE,"FIL30_183",TRUE,"FIL30_183_M2_3",38.2636746795406,"Self"
"FIL20_25_G_M2243",32,244,"FIL20_25_G_M2","FIL30_305_M2",7,0,11,0,35,19,42,87,18,129,64.5,0.27906976744186,31.1896551724138,5.78571428571429,25.9098837209302,39.9597701149425,"FIL20_25","FIL20_25","FIL30_305",NA,"...","FIL20_25","FIL20_25_G_M2","Fil20_25_G_M2_1","FIL20_25|FIL20_25_G_M2|Fil20_25_G_M2_1",51,5,46,43,11,32,7,7,NA,TRUE,FALSE,38,29,9,0.763157894736842,FALSE,"FIL20_25",TRUE,"FIL20_25_G_M2_1",42.1896035005749,"Self","...","FIL30_305","FIL30_305_M2","FIL30_305_M2-4","FIL30_305|FIL30_305_M2|FIL30_305_M2-4",94,9,85,88,NA,88,67,67,NA,FALSE,FALSE,79,79,NA,1,TRUE,NA,FALSE,"FIL30_305_M2_4",35.0642491077725,"Cross"
"FIL30_305_M231",244,32,"FIL30_305_M2","FIL20_25_G_M2",7,11,0,0,19,35,87,42,18,129,64.5,0.27906976744186,5.78571428571429,31.1896551724138,25.9098837209302,39.9597701149425,"FIL30_305",NA,"FIL20_25","FIL20_25","...","FIL30_305","FIL30_305_M2","FIL30_305_M2-4","FIL30_305|FIL30_305_M2|FIL30_305_M2-4",94,9,85,88,NA,88,67,67,NA,FALSE,FALSE,79,79,NA,1,TRUE,NA,FALSE,"FIL30_305_M2_4",35.0642491077725,"Cross","...","FIL20_25","FIL20_25_G_M2","Fil20_25_G_M2_1","FIL20_25|FIL20_25_G_M2|Fil20_25_G_M2_1",51,5,46,43,11,32,7,7,NA,TRUE,FALSE,38,29,9,0.763157894736842,FALSE,"FIL20_25",TRUE,"FIL20_25_G_M2_1",42.1896035005749,"Self"
"FIL30_207_M2157",154,158,"FIL30_207_M2","FIL30_212_M2",16,0,5,0,39,25,62,89,21,151,75.5,0.278145695364238,21.1292134831461,3.80645161290323,26.783940397351,25.5108735048931,"FIL30_207","FIL30_207","FIL30_212",NA,"...","FIL30_207","FIL30_207_M2","FIL30_207_M2-3","FIL30_207|FIL30_207_M2|FIL30_207_M2-3",67,9,58,63,13,50,23,19,4,FALSE,FALSE,54,41,13,0.759259259259259,FALSE,"FIL30_207",TRUE,"FIL30_207_M2_3",41.2535948481051,"Self","...","FIL30_212","FIL30_212_M2","FIL30_212_M2-4","FIL30_212|FIL30_212_M2|FIL30_212_M2-4",100,15,85,90,NA,90,61,61,NA,FALSE,FALSE,76,76,NA,1,TRUE,NA,FALSE,"FIL30_212_M2_4",69.6638838471825,"Cross"
"FIL30_212_M2153",158,154,"FIL30_212_M2","FIL30_207_M2",16,5,0,0,25,39,89,62,21,151,75.5,0.278145695364238,3.80645161290323,21.1292134831461,26.783940397351,25.5108735048931,"FIL30_212",NA,"FIL30_207","FIL30_207","...","FIL30_212","FIL30_212_M2","FIL30_212_M2-4","FIL30_212|FIL30_212_M2|FIL30_212_M2-4",100,15,85,90,NA,90,61,61,NA,FALSE,FALSE,76,76,NA,1,TRUE,NA,FALSE,"FIL30_212_M2_4",69.6638838471825,"Cross","...","FIL30_207","FIL30_207_M2","FIL30_207_M2-3","FIL30_207|FIL30_207_M2|FIL30_207_M2-3",67,9,58,63,13,50,23,19,4,FALSE,FALSE,54,41,13,0.759259259259259,FALSE,"FIL30_207",TRUE,"FIL30_207_M2_3",41.2535948481051,"Self"
"FIL30_557_M2564",487,565,"FIL30_557_M2","FIL30_639_M2",13,0,16,0,37,70,81,130,29,211,105.5,0.274881516587678,42.9,7.72222222222222,40.4899289099526,60.2728395061728,"FIL30_557","FIL30_557","FIL30_639",NA,"...","FIL30_557","FIL30_557_M2","FIL30.557.M2","FIL30_557|FIL30_557_M2|FIL30.557.M2",85,24,61,81,27,54,41,30,11,FALSE,FALSE,59,36,23,0.610169491525424,FALSE,"FIL30_557",TRUE,"FIL30_557_M2",44.7986326047266,"Self","...","FIL30_639","FIL30_639_M2","FIL30.639.M2","FIL30_639|FIL30_639_M2|FIL30.639.M2",161,69,92,131,NA,131,47,47,NA,FALSE,FALSE,88,88,NA,1,TRUE,NA,FALSE,"FIL30_639_M2",48.2926955851082,"Cross"
"FIL30_639_M2486",565,487,"FIL30_639_M2","FIL30_557_M2",13,16,0,0,70,37,130,81,29,211,105.5,0.274881516587678,7.72222222222222,42.9,40.4899289099526,60.2728395061728,"FIL30_639",NA,"FIL30_557","FIL30_557","...","FIL30_639","FIL30_639_M2","FIL30.639.M2","FIL30_639|FIL30_639_M2|FIL30.639.M2",161,69,92,131,NA,131,47,47,NA,FALSE,FALSE,88,88,NA,1,TRUE,NA,FALSE,"FIL30_639_M2",48.2926955851082,"Cross","...","FIL30_557","FIL30_557_M2","FIL30.557.M2","FIL30_557|FIL30_557_M2|FIL30.557.M2",85,24,61,81,27,54,41,30,11,FALSE,FALSE,59,36,23,0.610169491525424,FALSE,"FIL30_557",TRUE,"FIL30_557_M2",44.7986326047266,"Self"
"FIL20_66_B_M244",41,45,"FIL20_66_B_M2","FIL20_66_F_M2",5,0,5,0,20,22,35,38,10,73,36.5,0.273972602739726,10.9736842105263,3.92857142857143,13.5393835616438,19.2443609022556,"FIL20_66","FIL20_66","FIL20_66","FIL20_66","...","FIL20_66","FIL20_66_B_M2","Fil20_66_B_M2_1","FIL20_66|FIL20_66_B_M2|Fil20_66_B_M2_1",42,10,32,37,11,26,14,14,NA,TRUE,FALSE,31,22,9,0.709677419354839,FALSE,"FIL20_66",TRUE,"FIL20_66_B_M2_1",84.9994716877209,"Self","...","FIL20_66","FIL20_66_F_M2","Fil20_66_F_M2_1","FIL20_66|FIL20_66_F_M2|Fil20_66_F_M2_1",43,6,37,39,5,34,15,15,NA,TRUE,FALSE,34,29,5,0.852941176470588,FALSE,"FIL20_66",TRUE,"FIL20_66_F_M2_1",61.5786972680514,"Self"
"FIL20_66_F_M240",45,41,"FIL20_66_F_M2","FIL20_66_B_M2",5,5,0,0,22,20,38,35,10,73,36.5,0.273972602739726,3.92857142857143,10.9736842105263,13.5393835616438,19.2443609022556,"FIL20_66","FIL20_66","FIL20_66","FIL20_66","...","FIL20_66","FIL20_66_F_M2","Fil20_66_F_M2_1","FIL20_66|FIL20_66_F_M2|Fil20_66_F_M2_1",43,6,37,39,5,34,15,15,NA,TRUE,FALSE,34,29,5,0.852941176470588,FALSE,"FIL20_66",TRUE,"FIL20_66_F_M2_1",61.5786972680514,"Self","...","FIL20_66","FIL20_66_B_M2","Fil20_66_B_M2_1","FIL20_66|FIL20_66_B_M2|Fil20_66_B_M2_1",42,10,32,37,11,26,14,14,NA,TRUE,FALSE,31,22,9,0.709677419354839,FALSE,"FIL20_66",TRUE,"FIL20_66_B_M2_1",84.9994716877209,"Self"
"FIL20_161_D_M219",14,20,"FIL20_161_D_M2","FIL20_161_J_M2",5,0,0,4,21,14,38,28,9,66,33,0.272727272727273,6.67857142857143,10.9736842105263,14.8409090909091,16.1015037593985,"FIL20_161","FIL20_161","FIL20_161","FIL20_161","...","FIL20_161","FIL20_161_D_M2","Fil20_161_D_M2_1","FIL20_161|FIL20_161_D_M2|Fil20_161_D_M2_1",44,12,32,39,7,32,15,13,2,TRUE,FALSE,31,24,7,0.774193548387097,FALSE,"FIL20_161",TRUE,"FIL20_161_D_M2_1",52.7499777250836,"Self","...","FIL20_161","FIL20_161_J_M2","Fil20_161_J_M2_1","FIL20_161|FIL20_161_J_M2|Fil20_161_J_M2_1",33,6,27,30,5,25,13,13,NA,TRUE,FALSE,26,21,5,0.807692307692308,FALSE,"FIL20_161",TRUE,"FIL20_161_J_M2_1",49.2630977835024,"Self"
"FIL20_161_J_M213",20,14,"FIL20_161_J_M2","FIL20_161_D_M2",5,0,0,4,14,21,28,38,9,66,33,0.272727272727273,10.9736842105263,6.67857142857143,14.8409090909091,16.1015037593985,"FIL20_161","FIL20_161","FIL20_161","FIL20_161","...","FIL20_161","FIL20_161_J_M2","Fil20_161_J_M2_1","FIL20_161|FIL20_161_J_M2|Fil20_161_J_M2_1",33,6,27,30,5,25,13,13,NA,TRUE,FALSE,26,21,5,0.807692307692308,FALSE,"FIL20_161",TRUE,"FIL20_161_J_M2_1",49.2630977835024,"Self","...","FIL20_161","FIL20_161_D_M2","Fil20_161_D_M2_1","FIL20_161|FIL20_161_D_M2|Fil20_161_D_M2_1",44,12,32,39,7,32,15,13,2,TRUE,FALSE,31,24,7,0.774193548387097,FALSE,"FIL20_161",TRUE,"FIL20_161_D_M2_1",52.7499777250836,"Self"
"FIL30_225_M2376",169,377,"FIL30_225_M2","FIL30_432_M2",22,13,0,0,44,36,165,93,35,258,129,0.271317829457364,3.01612903225806,47.3,45.8662790697674,57.2752688172043,"FIL30_225",NA,"FIL30_432","FIL30_432","...","FIL30_225","FIL30_225_M2","FIL30.225.M2","FIL30_225|FIL30_225_M2|FIL30.225.M2",180,49,131,166,NA,166,115,115,NA,FALSE,FALSE,124,124,NA,1,TRUE,NA,FALSE,"FIL30_225_M2",45.1215101570393,"Cross","...","FIL30_432","FIL30_432_M2","FIL30.432.M2","FIL30_432|FIL30_432_M2|FIL30.432.M2",102,17,85,95,35,60,56,36,20,FALSE,FALSE,79,51,28,0.645569620253165,FALSE,"FIL30_432",TRUE,"FIL30_432_M2",61.5370528713463,"Self"
"FIL30_432_M2168",377,169,"FIL30_432_M2","FIL30_225_M2",22,0,13,0,36,44,93,165,35,258,129,0.271317829457364,47.3,3.01612903225806,45.8662790697674,57.2752688172043,"FIL30_432","FIL30_432","FIL30_225",NA,"...","FIL30_432","FIL30_432_M2","FIL30.432.M2","FIL30_432|FIL30_432_M2|FIL30.432.M2",102,17,85,95,35,60,56,36,20,FALSE,FALSE,79,51,28,0.645569620253165,FALSE,"FIL30_432",TRUE,"FIL30_432_M2",61.5370528713463,"Self","...","FIL30_225","FIL30_225_M2","FIL30.225.M2","FIL30_225|FIL30_225_M2|FIL30.225.M2",180,49,131,166,NA,166,115,115,NA,FALSE,FALSE,124,124,NA,1,TRUE,NA,FALSE,"FIL30_225_M2",45.1215101570393,"Cross"
"FIL20_25_E_M2179",30,180,"FIL20_25_E_M2","FIL30_237_M2",15,0,4,0,38,52,60,81,19,141,70.5,0.269503546099291,18.8333333333333,4.85,25.811170212766,23.5555555555556,"FIL20_25","FIL20_25","FIL30_237",NA,"...","FIL20_25","FIL20_25_E_M2","Fil20_25_E_M2_1","FIL20_25|FIL20_25_E_M2|Fil20_25_E_M2_1",72,4,68,61,6,55,21,21,NA,TRUE,FALSE,57,51,6,0.894736842105263,FALSE,"FIL20_25",TRUE,"FIL20_25_E_M2_1",49.3165830227906,"Self","...","FIL30_237","FIL30_237_M2","FIL30_237_M2-4","FIL30_237|FIL30_237_M2|FIL30_237_M2-4",98,14,84,82,NA,82,24,24,NA,FALSE,FALSE,72,72,NA,1,TRUE,NA,FALSE,"FIL30_237_M2_4",34.7985077292588,"Cross"
"FIL30_237_M229",180,30,"FIL30_237_M2","FIL20_25_E_M2",15,4,0,0,52,38,81,60,19,141,70.5,0.269503546099291,4.85,18.8333333333333,25.811170212766,23.5555555555556,"FIL30_237",NA,"FIL20_25","FIL20_25","...","FIL30_237","FIL30_237_M2","FIL30_237_M2-4","FIL30_237|FIL30_237_M2|FIL30_237_M2-4",98,14,84,82,NA,82,24,24,NA,FALSE,FALSE,72,72,NA,1,TRUE,NA,FALSE,"FIL30_237_M2_4",34.7985077292588,"Cross","...","FIL20_25","FIL20_25_E_M2","Fil20_25_E_M2_1","FIL20_25|FIL20_25_E_M2|Fil20_25_E_M2_1",72,4,68,61,6,55,21,21,NA,TRUE,FALSE,57,51,6,0.894736842105263,FALSE,"FIL20_25",TRUE,"FIL20_25_E_M2_1",49.3165830227906,"Self"
"FIL20_161_F_M218",16,19,"FIL20_161_F_M2","FIL20_161_I_M2",7,1,2,0,22,21,42,33,10,75,37.5,0.266666666666667,5.13636363636364,7.07142857142857,12.845,14.8030303030303,"FIL20_161",NA,"FIL20_161","FIL20_161","...","FIL20_161","FIL20_161_F_M2","Fil20_161_F_M2_1","FIL20_161|FIL20_161_F_M2|Fil20_161_F_M2_1",49,12,37,44,2,42,20,20,NA,TRUE,FALSE,36,34,2,0.944444444444444,FALSE,NA,FALSE,"FIL20_161_F_M2_1",54.4809977632488,"Ambiguous","...","FIL20_161","FIL20_161_I_M2","Fil20_161_I_M2_1","FIL20_161|FIL20_161_I_M2|Fil20_161_I_M2_1",35,2,33,34,6,28,12,12,NA,TRUE,FALSE,32,26,6,0.8125,FALSE,"FIL20_161",TRUE,"FIL20_161_I_M2_1",51.1738566504567,"Self"
"FIL20_161_I_M215",19,16,"FIL20_161_I_M2","FIL20_161_F_M2",7,2,1,0,21,22,33,42,10,75,37.5,0.266666666666667,7.07142857142857,5.13636363636364,12.845,14.8030303030303,"FIL20_161","FIL20_161","FIL20_161",NA,"...","FIL20_161","FIL20_161_I_M2","Fil20_161_I_M2_1","FIL20_161|FIL20_161_I_M2|Fil20_161_I_M2_1",35,2,33,34,6,28,12,12,NA,TRUE,FALSE,32,26,6,0.8125,FALSE,"FIL20_161",TRUE,"FIL20_161_I_M2_1",51.1738566504567,"Self","...","FIL20_161","FIL20_161_F_M2","Fil20_161_F_M2_1","FIL20_161|FIL20_161_F_M2|Fil20_161_F_M2_1",49,12,37,44,2,42,20,20,NA,TRUE,FALSE,36,34,2,0.944444444444444,FALSE,NA,FALSE,"FIL20_161_F_M2_1",54.4809977632488,"Ambiguous"
"FIL20_66_B_M242",41,43,"FIL20_66_B_M2","FIL20_66_D_M2",7,0,5,0,20,35,35,55,12,90,45,0.266666666666667,16.1727272727273,1.98571428571429,16.35,21.5818181818182,"FIL20_66","FIL20_66","FIL20_66",NA,"...","FIL20_66","FIL20_66_B_M2","Fil20_66_B_M2_1","FIL20_66|FIL20_66_B_M2|Fil20_66_B_M2_1",42,10,32,37,11,26,14,14,NA,TRUE,FALSE,31,22,9,0.709677419354839,FALSE,"FIL20_66",TRUE,"FIL20_66_B_M2_1",84.9994716877209,"Self","...","FIL20_66","FIL20_66_D_M2","Fil20_66_D_M2_1","FIL20_66|FIL20_66_D_M2|Fil20_66_D_M2_1",64,9,55,57,NA,57,20,20,NA,TRUE,FALSE,51,51,NA,1,TRUE,NA,FALSE,"FIL20_66_D_M2_1",92.8383482262631,"Cross"
"FIL20_66_D_M240",43,41,"FIL20_66_D_M2","FIL20_66_B_M2",7,5,0,0,35,20,55,35,12,90,45,0.266666666666667,1.98571428571429,16.1727272727273,16.35,21.5818181818182,"FIL20_66",NA,"FIL20_66","FIL20_66","...","FIL20_66","FIL20_66_D_M2","Fil20_66_D_M2_1","FIL20_66|FIL20_66_D_M2|Fil20_66_D_M2_1",64,9,55,57,NA,57,20,20,NA,TRUE,FALSE,51,51,NA,1,TRUE,NA,FALSE,"FIL20_66_D_M2_1",92.8383482262631,"Cross","...","FIL20_66","FIL20_66_B_M2","Fil20_66_B_M2_1","FIL20_66|FIL20_66_B_M2|Fil20_66_B_M2_1",42,10,32,37,11,26,14,14,NA,TRUE,FALSE,31,22,9,0.709677419354839,FALSE,"FIL20_66",TRUE,"FIL20_66_B_M2_1",84.9994716877209,"Self"
"FIL30_600_M2564",536,565,"FIL30_600_M2","FIL30_639_M2",23,0,6,0,36,70,88,130,29,218,109,0.26605504587156,31.2076923076923,6.48863636363636,40.2912844036697,37.1611888111888,"FIL30_600","FIL30_600","FIL30_639",NA,"...","FIL30_600","FIL30_600_M2","FIL30.600.M2","FIL30_600|FIL30_600_M2|FIL30.600.M2",96,20,76,90,12,78,51,46,5,FALSE,FALSE,75,64,11,0.853333333333333,FALSE,"FIL30_600",TRUE,"FIL30_600_M2",53.5060235264105,"Self","...","FIL30_639","FIL30_639_M2","FIL30.639.M2","FIL30_639|FIL30_639_M2|FIL30.639.M2",161,69,92,131,NA,131,47,47,NA,FALSE,FALSE,88,88,NA,1,TRUE,NA,FALSE,"FIL30_639_M2",48.2926955851082,"Cross"
"FIL30_639_M2535",565,536,"FIL30_639_M2","FIL30_600_M2",23,6,0,0,70,36,130,88,29,218,109,0.26605504587156,6.48863636363636,31.2076923076923,40.2912844036697,37.1611888111888,"FIL30_639",NA,"FIL30_600","FIL30_600","...","FIL30_639","FIL30_639_M2","FIL30.639.M2","FIL30_639|FIL30_639_M2|FIL30.639.M2",161,69,92,131,NA,131,47,47,NA,FALSE,FALSE,88,88,NA,1,TRUE,NA,FALSE,"FIL30_639_M2",48.2926955851082,"Cross","...","FIL30_600","FIL30_600_M2","FIL30.600.M2","FIL30_600|FIL30_600_M2|FIL30.600.M2",96,20,76,90,12,78,51,46,5,FALSE,FALSE,75,64,11,0.853333333333333,FALSE,"FIL30_600",TRUE,"FIL30_600_M2",53.5060235264105,"Self"
"FIL20_20_H_M226",26,27,"FIL20_20_H_M2","FIL20_20_I_M2",7,4,2,0,29,31,52,46,13,98,49,0.26530612244898,6.28260869565218,11.2884615384615,16.1989795918367,25.0150501672241,"FIL20_20","FIL20_20","FIL20_20","FIL20_20","...","FIL20_20","FIL20_20_H_M2","Fil20_20_H_M2_1","FIL20_20|FIL20_20_H_M2|Fil20_20_H_M2_1",65,8,57,54,12,42,22,21,1,TRUE,FALSE,49,38,11,0.775510204081633,FALSE,"FIL20_20",TRUE,"FIL20_20_H_M2_1",59.0753485157025,"Self","...","FIL20_20","FIL20_20_I_M2","Fil20_20_I_M2_1","FIL20_20|FIL20_20_I_M2|Fil20_20_I_M2_1",56,4,52,48,16,32,15,15,NA,TRUE,FALSE,46,30,16,0.652173913043478,FALSE,"FIL20_20",TRUE,"FIL20_20_I_M2_1",58.7680386297834,"Self"
"FIL20_20_I_M225",27,26,"FIL20_20_I_M2","FIL20_20_H_M2",7,2,4,0,31,29,46,52,13,98,49,0.26530612244898,11.2884615384615,6.28260869565218,16.1989795918367,25.0150501672241,"FIL20_20","FIL20_20","FIL20_20","FIL20_20","...","FIL20_20","FIL20_20_I_M2","Fil20_20_I_M2_1","FIL20_20|FIL20_20_I_M2|Fil20_20_I_M2_1",56,4,52,48,16,32,15,15,NA,TRUE,FALSE,46,30,16,0.652173913043478,FALSE,"FIL20_20",TRUE,"FIL20_20_I_M2_1",58.7680386297834,"Self","...","FIL20_20","FIL20_20_H_M2","Fil20_20_H_M2_1","FIL20_20|FIL20_20_H_M2|Fil20_20_H_M2_1",65,8,57,54,12,42,22,21,1,TRUE,FALSE,49,38,11,0.775510204081633,FALSE,"FIL20_20",TRUE,"FIL20_20_H_M2_1",59.0753485157025,"Self"
"FIL20_20_A_M242",25,43,"FIL20_20_A_M2","FIL20_66_D_M2",16,0,0,0,41,35,66,55,16,121,60.5,0.264462809917355,9.46363636363636,12.6363636363636,26.0692148760331,13.5666666666667,"FIL20_20",NA,"FIL20_66",NA,"...","FIL20_20","FIL20_20_A_M2","Fil20_20_A_M2_1","FIL20_20|FIL20_20_A_M2|Fil20_20_A_M2_1",76,4,72,67,NA,67,25,25,NA,TRUE,FALSE,64,64,NA,1,TRUE,NA,FALSE,"FIL20_20_A_M2_1",71.0978573974045,"Cross","...","FIL20_66","FIL20_66_D_M2","Fil20_66_D_M2_1","FIL20_66|FIL20_66_D_M2|Fil20_66_D_M2_1",64,9,55,57,NA,57,20,20,NA,TRUE,FALSE,51,51,NA,1,TRUE,NA,FALSE,"FIL20_66_D_M2_1",92.8383482262631,"Cross"
"FIL20_66_D_M224",43,25,"FIL20_66_D_M2","FIL20_20_A_M2",16,0,0,0,35,41,55,66,16,121,60.5,0.264462809917355,12.6363636363636,9.46363636363636,26.0692148760331,13.5666666666667,"FIL20_66",NA,"FIL20_20",NA,"...","FIL20_66","FIL20_66_D_M2","Fil20_66_D_M2_1","FIL20_66|FIL20_66_D_M2|Fil20_66_D_M2_1",64,9,55,57,NA,57,20,20,NA,TRUE,FALSE,51,51,NA,1,TRUE,NA,FALSE,"FIL20_66_D_M2_1",92.8383482262631,"Cross","...","FIL20_20","FIL20_20_A_M2","Fil20_20_A_M2_1","FIL20_20|FIL20_20_A_M2|Fil20_20_A_M2_1",76,4,72,67,NA,67,25,25,NA,TRUE,FALSE,64,64,NA,1,TRUE,NA,FALSE,"FIL20_20_A_M2_1",71.0978573974045,"Cross"
"FIL30_543_M2481",474,482,"FIL30_543_M2","FIL30_552_M2",15,1,5,0,25,23,78,84,21,162,81,0.259259259259259,18.1071428571429,9.57692307692308,29.0092592592593,32.1263736263736,"FIL30_543","FIL30_543","FIL30_552",NA,"...","FIL30_543","FIL30_543_M2","FIL30.543.M2","FIL30_543|FIL30_543_M2|FIL30.543.M2",97,18,79,78,14,64,43,36,7,FALSE,FALSE,66,53,13,0.803030303030303,FALSE,"FIL30_543",TRUE,"FIL30_543_M2",61.8506446367927,"Self","...","FIL30_552","FIL30_552_M2","FIL30.552.M2","FIL30_552|FIL30_552_M2|FIL30.552.M2",97,25,72,86,2,84,55,55,NA,FALSE,FALSE,69,68,1,0.985507246376812,FALSE,NA,FALSE,"FIL30_552_M2",50.7395866060672,"Ambiguous"
