"","i","j","iSam","jSam","het_het","het_homo","homo_het","homo_homo","len_i","len_j","tot_i","tot_j","logicSum","totSum","totMean","totProp","crToIb","ibToCr","ibToIb","fs","iSam_mother","iSam_father","jSam_mother","jSam_father","""...""","mother","sample","origin","code","n_tot","n_delly","n_gatk","nr_n","nr_het","nr_homo","nr_uni","nr_uniHet","nr_uniHomo","motherDL","sampleDL","lfm_n","lfm_het","lfm_homo","lfm_hetProp","cp_logic","father","likelySelf","originMod","coverage","cp_status","""...""","mother","sample","origin","code","n_tot","n_delly","n_gatk","nr_n","nr_het","nr_homo","nr_uni","nr_uniHet","nr_uniHomo","motherDL","sampleDL","lfm_n","lfm_het","lfm_homo","lfm_hetProp","cp_logic","father","likelySelf","originMod","coverage","cp_status"
"FIL20_105_G_M21",5,2,"FIL20_105_G_M2","FIL20_105_B_M2",14,5,10,10,53,54,70,74,39,144,72,0.541666666666667,8.97297297297298,3.97142857142857,11.25,26.8972972972973,"FIL20_105","FIL20_105","FIL20_105","FIL20_105","...","FIL20_105","FIL20_105_G_M2","Fil20_105_G_M2_1","FIL20_105|FIL20_105_G_M2|Fil20_105_G_M2_1",75,11,64,71,26,45,16,16,NA,TRUE,FALSE,60,37,23,0.616666666666667,FALSE,"FIL20_105",TRUE,"FIL20_105_G_M2_1",62.051560044058,"Self","...","FIL20_105","FIL20_105_B_M2","Fil20_105_B_M2_1","FIL20_105|FIL20_105_B_M2|Fil20_105_B_M2_1",77,14,63,76,22,54,20,20,NA,TRUE,FALSE,62,42,20,0.67741935483871,FALSE,"FIL20_105",TRUE,"FIL20_105_B_M2_1",43.8539083565482,"Self"
"FIL30_109_E_M260",60,61,"FIL30_109_E_M2","FIL30_109_F_M2",16,4,4,12,54,53,67,66,36,133,66.5,0.541353383458647,6.09090909090909,6.3955223880597,18.2960526315789,17.8993668023519,"FIL30_109","FIL30_109","FIL30_109","FIL30_109","...","FIL30_109","FIL30_109_E_M2","Fil30_109_E_M2_1","FIL30_109|FIL30_109_E_M2|Fil30_109_E_M2_1",73,8,65,68,23,45,12,12,NA,TRUE,FALSE,61,38,23,0.622950819672131,FALSE,"FIL30_109",TRUE,"FIL30_109_E_M2_1",37.6669998845358,"Self","...","FIL30_109","FIL30_109_F_M2","Fil30_109_F_M2_1","FIL30_109|FIL30_109_F_M2|Fil30_109_F_M2_1",74,12,62,67,19,48,13,13,NA,TRUE,FALSE,58,39,19,0.672413793103448,FALSE,"FIL30_109",TRUE,"FIL30_109_F_M2_1",54.1070194245145,"Self"
"FIL30_109_F_M259",61,60,"FIL30_109_F_M2","FIL30_109_E_M2",16,4,4,12,53,54,66,67,36,133,66.5,0.541353383458647,6.3955223880597,6.09090909090909,18.2960526315789,17.8993668023519,"FIL30_109","FIL30_109","FIL30_109","FIL30_109","...","FIL30_109","FIL30_109_F_M2","Fil30_109_F_M2_1","FIL30_109|FIL30_109_F_M2|Fil30_109_F_M2_1",74,12,62,67,19,48,13,13,NA,TRUE,FALSE,58,39,19,0.672413793103448,FALSE,"FIL30_109",TRUE,"FIL30_109_F_M2_1",54.1070194245145,"Self","...","FIL30_109","FIL30_109_E_M2","Fil30_109_E_M2_1","FIL30_109|FIL30_109_E_M2|Fil30_109_E_M2_1",73,8,65,68,23,45,12,12,NA,TRUE,FALSE,61,38,23,0.622950819672131,FALSE,"FIL30_109",TRUE,"FIL30_109_E_M2_1",37.6669998845358,"Self"
"FIL30_222_M2388",167,389,"FIL30_222_M2","FIL30_446_M2",29,1,10,6,46,47,74,96,46,170,85,0.541176470588235,14.34375,1.2027027027027,13.6441176470588,9.25056306306306,"FIL30_222","FIL30_222","FIL30_446","FIL30_446","...","FIL30_222","FIL30_222_M2","FIL30_222_M2-4","FIL30_222|FIL30_222_M2|FIL30_222_M2-4",78,7,71,75,19,56,26,23,3,FALSE,FALSE,70,51,19,0.728571428571429,FALSE,"FIL30_222",TRUE,"FIL30_222_M2_4",44.1963453891783,"Self","...","FIL30_446","FIL30_446_M2","FIL30.446.M2","FIL30_446|FIL30_446_M2|FIL30.446.M2",109,31,78,98,13,85,46,43,3,FALSE,FALSE,77,66,11,0.857142857142857,FALSE,"FIL30_446",TRUE,"FIL30_446_M2",52.9958466474128,"Self"
"FIL30_446_M2166",389,167,"FIL30_446_M2","FIL30_222_M2",29,10,1,6,47,46,96,74,46,170,85,0.541176470588235,1.2027027027027,14.34375,13.6441176470588,9.25056306306306,"FIL30_446","FIL30_446","FIL30_222","FIL30_222","...","FIL30_446","FIL30_446_M2","FIL30.446.M2","FIL30_446|FIL30_446_M2|FIL30.446.M2",109,31,78,98,13,85,46,43,3,FALSE,FALSE,77,66,11,0.857142857142857,FALSE,"FIL30_446",TRUE,"FIL30_446_M2",52.9958466474128,"Self","...","FIL30_222","FIL30_222_M2","FIL30_222_M2-4","FIL30_222|FIL30_222_M2|FIL30_222_M2-4",78,7,71,75,19,56,26,23,3,FALSE,FALSE,70,51,19,0.728571428571429,FALSE,"FIL30_222",TRUE,"FIL30_222_M2_4",44.1963453891783,"Self"
"FIL30_85_C_M2735",734,736,"FIL30_85_C_M2","FIL30_85_F_M2",11,0,9,0,27,28,36,38,20,74,37,0.540540540540541,6.55263157894737,1.58333333333333,10.6959459459459,6.0906432748538,"FIL30_85","FIL30_85","FIL30_85",NA,"...","FIL30_85","FIL30_85_C_M2","Fil30_85_C_M2_1","FIL30_85|FIL30_85_C_M2|Fil30_85_C_M2_1",47,13,34,38,13,25,8,8,NA,TRUE,FALSE,32,22,10,0.6875,FALSE,"FIL30_85",TRUE,"FIL30_85_C_M2_1",59.1921283504532,"Self","...","FIL30_85","FIL30_85_F_M2","Fil30_85_F_M2_1","FIL30_85|FIL30_85_F_M2|Fil30_85_F_M2_1",46,9,37,39,NA,39,9,9,NA,TRUE,FALSE,34,34,NA,1,TRUE,NA,FALSE,"FIL30_85_F_M2_1",55.6903153635591,"Cross"
"FIL30_85_F_M2733",736,734,"FIL30_85_F_M2","FIL30_85_C_M2",11,9,0,0,28,27,38,36,20,74,37,0.540540540540541,1.58333333333333,6.55263157894737,10.6959459459459,6.0906432748538,"FIL30_85",NA,"FIL30_85","FIL30_85","...","FIL30_85","FIL30_85_F_M2","Fil30_85_F_M2_1","FIL30_85|FIL30_85_F_M2|Fil30_85_F_M2_1",46,9,37,39,NA,39,9,9,NA,TRUE,FALSE,34,34,NA,1,TRUE,NA,FALSE,"FIL30_85_F_M2_1",55.6903153635591,"Cross","...","FIL30_85","FIL30_85_C_M2","Fil30_85_C_M2_1","FIL30_85|FIL30_85_C_M2|Fil30_85_C_M2_1",47,13,34,38,13,25,8,8,NA,TRUE,FALSE,32,22,10,0.6875,FALSE,"FIL30_85",TRUE,"FIL30_85_C_M2_1",59.1921283504532,"Self"
"FIL30_80_M2711",697,712,"FIL30_80_M2","FIL30_82_M2",12,3,7,11,34,33,59,64,33,123,61.5,0.536585365853659,9.59375,3.80508474576271,16.4176829268293,22.8813559322034,"FIL30_80","FIL30_80","FIL30_82","FIL30_82","...","FIL30_80","FIL30_80_M2","FIL30_80_M2-2","FIL30_80|FIL30_80_M2|FIL30_80_M2-2",65,13,52,60,22,38,20,18,2,FALSE,FALSE,51,31,20,0.607843137254902,FALSE,"FIL30_80",TRUE,"FIL30_80_M2_2",42.388825688322,"Self","...","FIL30_82","FIL30_82_M2","FIL30_82_M2-2","FIL30_82|FIL30_82_M2|FIL30_82_M2-2",66,6,60,65,20,45,30,24,6,FALSE,FALSE,60,40,20,0.666666666666667,FALSE,"FIL30_82",TRUE,"FIL30_82_M2_2",42.3303217238974,"Self"
"FIL30_82_M2696",712,697,"FIL30_82_M2","FIL30_80_M2",12,7,3,11,33,34,64,59,33,123,61.5,0.536585365853659,3.80508474576271,9.59375,16.4176829268293,22.8813559322034,"FIL30_82","FIL30_82","FIL30_80","FIL30_80","...","FIL30_82","FIL30_82_M2","FIL30_82_M2-2","FIL30_82|FIL30_82_M2|FIL30_82_M2-2",66,6,60,65,20,45,30,24,6,FALSE,FALSE,60,40,20,0.666666666666667,FALSE,"FIL30_82",TRUE,"FIL30_82_M2_2",42.3303217238974,"Self","...","FIL30_80","FIL30_80_M2","FIL30_80_M2-2","FIL30_80|FIL30_80_M2|FIL30_80_M2-2",65,13,52,60,22,38,20,18,2,FALSE,FALSE,51,31,20,0.607843137254902,FALSE,"FIL30_80",TRUE,"FIL30_80_M2_2",42.388825688322,"Self"
"FIL20_97_A_M250",46,51,"FIL20_97_A_M2","FIL20_97_I_M2",14,5,2,2,30,32,37,49,23,86,43,0.534883720930233,1.56122448979592,3.04054054054054,5.08720930232558,5.59459459459459,"FIL20_97","FIL20_97","FIL20_97","FIL20_97","...","FIL20_97","FIL20_97_A_M2","Fil20_97_A_M2_1","FIL20_97|FIL20_97_A_M2|Fil20_97_A_M2_1",46,13,33,38,5,33,7,7,NA,TRUE,FALSE,32,27,5,0.84375,FALSE,"FIL20_97",TRUE,"FIL20_97_A_M2_1",69.7598781168918,"Self","...","FIL20_97","FIL20_97_I_M2","Fil20_97_I_M2_1","FIL20_97|FIL20_97_I_M2|Fil20_97_I_M2_1",59,10,49,51,8,43,16,16,NA,TRUE,FALSE,45,37,8,0.822222222222222,FALSE,"FIL20_97",TRUE,"FIL20_97_I_M2_1",63.0256962480049,"Self"
"FIL20_97_I_M245",51,46,"FIL20_97_I_M2","FIL20_97_A_M2",14,2,5,2,32,30,49,37,23,86,43,0.534883720930233,3.04054054054054,1.56122448979592,5.08720930232558,5.59459459459459,"FIL20_97","FIL20_97","FIL20_97","FIL20_97","...","FIL20_97","FIL20_97_I_M2","Fil20_97_I_M2_1","FIL20_97|FIL20_97_I_M2|Fil20_97_I_M2_1",59,10,49,51,8,43,16,16,NA,TRUE,FALSE,45,37,8,0.822222222222222,FALSE,"FIL20_97",TRUE,"FIL20_97_I_M2_1",63.0256962480049,"Self","...","FIL20_97","FIL20_97_A_M2","Fil20_97_A_M2_1","FIL20_97|FIL20_97_A_M2|Fil20_97_A_M2_1",46,13,33,38,5,33,7,7,NA,TRUE,FALSE,32,27,5,0.84375,FALSE,"FIL20_97",TRUE,"FIL20_97_A_M2_1",69.7598781168918,"Self"
"FIL20_25_G_M233",32,34,"FIL20_25_G_M2","FIL20_25_I_M2",14,5,3,5,35,39,42,59,27,101,50.5,0.534653465346535,4.00847457627119,2.28571428571429,5.49876237623762,10.4774011299435,"FIL20_25","FIL20_25","FIL20_25","FIL20_25","...","FIL20_25","FIL20_25_G_M2","Fil20_25_G_M2_1","FIL20_25|FIL20_25_G_M2|Fil20_25_G_M2_1",51,5,46,43,11,32,7,7,NA,TRUE,FALSE,38,29,9,0.763157894736842,FALSE,"FIL20_25",TRUE,"FIL20_25_G_M2_1",42.1896035005749,"Self","...","FIL20_25","FIL20_25_I_M2","Fil20_25_I_M2_1","FIL20_25|FIL20_25_I_M2|Fil20_25_I_M2_1",69,4,65,60,18,42,19,16,3,TRUE,FALSE,56,38,18,0.678571428571429,FALSE,"FIL20_25",TRUE,"FIL20_25_I_M2_1",61.8181587370858,"Self"
"FIL20_25_I_M231",34,32,"FIL20_25_I_M2","FIL20_25_G_M2",14,3,5,5,39,35,59,42,27,101,50.5,0.534653465346535,2.28571428571429,4.00847457627119,5.49876237623762,10.4774011299435,"FIL20_25","FIL20_25","FIL20_25","FIL20_25","...","FIL20_25","FIL20_25_I_M2","Fil20_25_I_M2_1","FIL20_25|FIL20_25_I_M2|Fil20_25_I_M2_1",69,4,65,60,18,42,19,16,3,TRUE,FALSE,56,38,18,0.678571428571429,FALSE,"FIL20_25",TRUE,"FIL20_25_I_M2_1",61.8181587370858,"Self","...","FIL20_25","FIL20_25_G_M2","Fil20_25_G_M2_1","FIL20_25|FIL20_25_G_M2|Fil20_25_G_M2_1",51,5,46,43,11,32,7,7,NA,TRUE,FALSE,38,29,9,0.763157894736842,FALSE,"FIL20_25",TRUE,"FIL20_25_G_M2_1",42.1896035005749,"Self"
"FIL20_47_E_M2737",39,738,"FIL20_47_E_M2","FIL30_85_H_M2",8,3,3,4,22,35,33,35,18,68,34,0.529411764705882,2.52857142857143,1.95454545454545,3.97058823529412,9.53593073593074,"FIL20_47","FIL20_47","FIL30_85","FIL30_85","...","FIL20_47","FIL20_47_E_M2","Fil20_47_E_M2_1","FIL20_47|FIL20_47_E_M2|Fil20_47_E_M2_1",39,10,29,34,12,22,11,8,3,TRUE,FALSE,28,17,11,0.607142857142857,FALSE,"FIL20_47",TRUE,"FIL20_47_E_M2_1",64.4033961061913,"Self","...","FIL30_85","FIL30_85_H_M2","Fil30_85_H_M2_1","FIL30_85|FIL30_85_H_M2|Fil30_85_H_M2_1",44,15,29,37,7,30,NA,NA,NA,TRUE,FALSE,28,23,5,0.821428571428571,FALSE,"FIL30_85",TRUE,"FIL30_85_H_M2_1",62.3782386784202,"Self"
"FIL30_85_H_M238",738,39,"FIL30_85_H_M2","FIL20_47_E_M2",8,3,3,4,35,22,35,33,18,68,34,0.529411764705882,1.95454545454545,2.52857142857143,3.97058823529412,9.53593073593074,"FIL30_85","FIL30_85","FIL20_47","FIL20_47","...","FIL30_85","FIL30_85_H_M2","Fil30_85_H_M2_1","FIL30_85|FIL30_85_H_M2|Fil30_85_H_M2_1",44,15,29,37,7,30,NA,NA,NA,TRUE,FALSE,28,23,5,0.821428571428571,FALSE,"FIL30_85",TRUE,"FIL30_85_H_M2_1",62.3782386784202,"Self","...","FIL20_47","FIL20_47_E_M2","Fil20_47_E_M2_1","FIL20_47|FIL20_47_E_M2|Fil20_47_E_M2_1",39,10,29,34,12,22,11,8,3,TRUE,FALSE,28,17,11,0.607142857142857,FALSE,"FIL20_47",TRUE,"FIL20_47_E_M2_1",64.4033961061913,"Self"
"FIL30_56_G_M2495",494,496,"FIL30_56_G_M2","FIL30_56_I_M2",39,0,10,0,80,60,90,96,49,186,93,0.526881720430108,17.53125,4.36666666666667,27.2661290322581,2.4875,"FIL30_56","FIL30_56","FIL30_56",NA,"...","FIL30_56","FIL30_56_G_M2","Fil30_56_G_M2_1","FIL30_56|FIL30_56_G_M2|Fil30_56_G_M2_1",96,14,82,91,13,78,10,10,NA,TRUE,FALSE,77,64,13,0.831168831168831,FALSE,"FIL30_56",TRUE,"FIL30_56_G_M2_1",57.2006427557988,"Self","...","FIL30_56","FIL30_56_I_M2","Fil30_56_I_M2_1","FIL30_56|FIL30_56_I_M2|Fil30_56_I_M2_1",100,10,90,97,NA,97,36,36,NA,TRUE,FALSE,87,87,NA,1,TRUE,NA,FALSE,"FIL30_56_I_M2_1",49.3066239956887,"Cross"
"FIL30_56_I_M2493",496,494,"FIL30_56_I_M2","FIL30_56_G_M2",39,10,0,0,60,80,96,90,49,186,93,0.526881720430108,4.36666666666667,17.53125,27.2661290322581,2.4875,"FIL30_56",NA,"FIL30_56","FIL30_56","...","FIL30_56","FIL30_56_I_M2","Fil30_56_I_M2_1","FIL30_56|FIL30_56_I_M2|Fil30_56_I_M2_1",100,10,90,97,NA,97,36,36,NA,TRUE,FALSE,87,87,NA,1,TRUE,NA,FALSE,"FIL30_56_I_M2_1",49.3066239956887,"Cross","...","FIL30_56","FIL30_56_G_M2","Fil30_56_G_M2_1","FIL30_56|FIL30_56_G_M2|Fil30_56_G_M2_1",96,14,82,91,13,78,10,10,NA,TRUE,FALSE,77,64,13,0.831168831168831,FALSE,"FIL30_56",TRUE,"FIL30_56_G_M2_1",57.2006427557988,"Self"
"FIL20_199_E_M223",23,24,"FIL20_199_E_M2","FIL20_199_F_M2",14,10,12,4,67,53,84,69,40,153,76.5,0.522875816993464,3.71739130434783,7.28571428571429,6.70833333333333,30.8478260869565,"FIL20_199","FIL20_199","FIL20_199","FIL20_199","...","FIL20_199","FIL20_199_E_M2","Fil20_199_E_M2_1","FIL20_199|FIL20_199_E_M2|Fil20_199_E_M2_1",98,15,83,85,23,62,15,15,NA,TRUE,FALSE,74,54,20,0.72972972972973,FALSE,"FIL20_199",TRUE,"FIL20_199_E_M2_1",62.670881541412,"Self","...","FIL20_199","FIL20_199_F_M2","Fil20_199_F_M2_1","FIL20_199|FIL20_199_F_M2|Fil20_199_F_M2_1",76,11,65,71,23,48,16,16,NA,TRUE,FALSE,64,41,23,0.640625,FALSE,"FIL20_199",TRUE,"FIL20_199_F_M2_1",81.1793853061629,"Self"
"FIL20_199_F_M222",24,23,"FIL20_199_F_M2","FIL20_199_E_M2",14,12,10,4,53,67,69,84,40,153,76.5,0.522875816993464,7.28571428571429,3.71739130434783,6.70833333333333,30.8478260869565,"FIL20_199","FIL20_199","FIL20_199","FIL20_199","...","FIL20_199","FIL20_199_F_M2","Fil20_199_F_M2_1","FIL20_199|FIL20_199_F_M2|Fil20_199_F_M2_1",76,11,65,71,23,48,16,16,NA,TRUE,FALSE,64,41,23,0.640625,FALSE,"FIL20_199",TRUE,"FIL20_199_F_M2_1",81.1793853061629,"Self","...","FIL20_199","FIL20_199_E_M2","Fil20_199_E_M2_1","FIL20_199|FIL20_199_E_M2|Fil20_199_E_M2_1",98,15,83,85,23,62,15,15,NA,TRUE,FALSE,74,54,20,0.72972972972973,FALSE,"FIL20_199",TRUE,"FIL20_199_E_M2_1",62.670881541412,"Self"
"FIL20_105_B_M25",2,6,"FIL20_105_B_M2","FIL20_105_H_M2",11,8,7,9,54,50,74,60,35,134,67,0.522388059701492,4.45,9.87837837837838,10.294776119403,30.3036036036036,"FIL20_105","FIL20_105","FIL20_105","FIL20_105","...","FIL20_105","FIL20_105_B_M2","Fil20_105_B_M2_1","FIL20_105|FIL20_105_B_M2|Fil20_105_B_M2_1",77,14,63,76,22,54,20,20,NA,TRUE,FALSE,62,42,20,0.67741935483871,FALSE,"FIL20_105",TRUE,"FIL20_105_B_M2_1",43.8539083565482,"Self","...","FIL20_105","FIL20_105_H_M2","Fil20_105_H_M2_1","FIL20_105|FIL20_105_H_M2|Fil20_105_H_M2_1",62,13,49,61,20,41,10,9,1,TRUE,FALSE,49,31,18,0.63265306122449,FALSE,"FIL20_105",TRUE,"FIL20_105_H_M2_1",98.9825444027362,"Self"
"FIL20_105_H_M21",6,2,"FIL20_105_H_M2","FIL20_105_B_M2",11,7,8,9,50,54,60,74,35,134,67,0.522388059701492,9.87837837837838,4.45,10.294776119403,30.3036036036036,"FIL20_105","FIL20_105","FIL20_105","FIL20_105","...","FIL20_105","FIL20_105_H_M2","Fil20_105_H_M2_1","FIL20_105|FIL20_105_H_M2|Fil20_105_H_M2_1",62,13,49,61,20,41,10,9,1,TRUE,FALSE,49,31,18,0.63265306122449,FALSE,"FIL20_105",TRUE,"FIL20_105_H_M2_1",98.9825444027362,"Self","...","FIL20_105","FIL20_105_B_M2","Fil20_105_B_M2_1","FIL20_105|FIL20_105_B_M2|Fil20_105_B_M2_1",77,14,63,76,22,54,20,20,NA,TRUE,FALSE,62,42,20,0.67741935483871,FALSE,"FIL20_105",TRUE,"FIL20_105_B_M2_1",43.8539083565482,"Self"
"FIL20_25_E_M230",30,31,"FIL20_25_E_M2","FIL20_25_F_M2",11,10,2,4,38,31,60,45,27,105,52.5,0.514285714285714,1.9,10.45,7.83214285714286,17.9111111111111,"FIL20_25","FIL20_25","FIL20_25","FIL20_25","...","FIL20_25","FIL20_25_E_M2","Fil20_25_E_M2_1","FIL20_25|FIL20_25_E_M2|Fil20_25_E_M2_1",72,4,68,61,6,55,21,21,NA,TRUE,FALSE,57,51,6,0.894736842105263,FALSE,"FIL20_25",TRUE,"FIL20_25_E_M2_1",49.3165830227906,"Self","...","FIL20_25","FIL20_25_F_M2","Fil20_25_F_M2_1","FIL20_25|FIL20_25_F_M2|Fil20_25_F_M2_1",53,4,49,46,14,32,13,13,NA,TRUE,FALSE,42,30,12,0.714285714285714,FALSE,"FIL20_25",TRUE,"FIL20_25_F_M2_1",64.6528743113574,"Self"
"FIL20_25_F_M229",31,30,"FIL20_25_F_M2","FIL20_25_E_M2",11,2,10,4,31,38,45,60,27,105,52.5,0.514285714285714,10.45,1.9,7.83214285714286,17.9111111111111,"FIL20_25","FIL20_25","FIL20_25","FIL20_25","...","FIL20_25","FIL20_25_F_M2","Fil20_25_F_M2_1","FIL20_25|FIL20_25_F_M2|Fil20_25_F_M2_1",53,4,49,46,14,32,13,13,NA,TRUE,FALSE,42,30,12,0.714285714285714,FALSE,"FIL20_25",TRUE,"FIL20_25_F_M2_1",64.6528743113574,"Self","...","FIL20_25","FIL20_25_E_M2","Fil20_25_E_M2_1","FIL20_25|FIL20_25_E_M2|Fil20_25_E_M2_1",72,4,68,61,6,55,21,21,NA,TRUE,FALSE,57,51,6,0.894736842105263,FALSE,"FIL20_25",TRUE,"FIL20_25_E_M2_1",49.3165830227906,"Self"
"FIL30_340_M2284",281,285,"FIL30_340_M2","FIL30_344_M2",17,24,0,3,50,57,101,71,44,172,86,0.511627906976744,14.387323943662,25.0841584158416,28.0232558139535,31.8636173476503,"FIL30_340",NA,"FIL30_344","FIL30_344","...","FIL30_340","FIL30_340_M2","FIL30.340.M2","FIL30_340|FIL30_340_M2|FIL30.340.M2",114,34,80,101,4,97,47,47,NA,FALSE,FALSE,74,70,4,0.945945945945946,FALSE,NA,FALSE,"FIL30_340_M2",34.6266959729453,"Ambiguous","...","FIL30_344","FIL30_344_M2","FIL30.344.M2","FIL30_344|FIL30_344_M2|FIL30.344.M2",90,38,52,72,31,41,11,9,2,FALSE,FALSE,46,20,26,0.434782608695652,FALSE,"FIL30_344",TRUE,"FIL30_344_M2",44.7593891779478,"Self"
"FIL30_344_M2280",285,281,"FIL30_344_M2","FIL30_340_M2",17,0,24,3,57,50,71,101,44,172,86,0.511627906976744,25.0841584158416,14.387323943662,28.0232558139535,31.8636173476503,"FIL30_344","FIL30_344","FIL30_340",NA,"...","FIL30_344","FIL30_344_M2","FIL30.344.M2","FIL30_344|FIL30_344_M2|FIL30.344.M2",90,38,52,72,31,41,11,9,2,FALSE,FALSE,46,20,26,0.434782608695652,FALSE,"FIL30_344",TRUE,"FIL30_344_M2",44.7593891779478,"Self","...","FIL30_340","FIL30_340_M2","FIL30.340.M2","FIL30_340|FIL30_340_M2|FIL30.340.M2",114,34,80,101,4,97,47,47,NA,FALSE,FALSE,74,70,4,0.945945945945946,FALSE,NA,FALSE,"FIL30_340_M2",34.6266959729453,"Ambiguous"
"FIL30_109_G_M263",62,64,"FIL30_109_G_M2","FIL30_109_I_M2",24,0,23,0,62,82,74,110,47,184,92,0.510869565217391,22.7090909090909,9.24324324324324,28.2826086956522,22.0402948402948,"FIL30_109","FIL30_109","FIL30_109",NA,"...","FIL30_109","FIL30_109_G_M2","Fil30_109_G_M2_1","FIL30_109|FIL30_109_G_M2|Fil30_109_G_M2_1",79,11,68,75,28,47,12,11,1,TRUE,FALSE,66,38,28,0.575757575757576,FALSE,"FIL30_109",TRUE,"FIL30_109_G_M2_1",85.8312251644565,"Self","...","FIL30_109","FIL30_109_I_M2","Fil30_109_I_M2_1","FIL30_109|FIL30_109_I_M2|Fil30_109_I_M2_1",118,19,99,111,NA,111,28,28,NA,TRUE,FALSE,95,95,NA,1,TRUE,NA,FALSE,"FIL30_109_I_M2_1",43.8845288833108,"Cross"
"FIL30_109_I_M261",64,62,"FIL30_109_I_M2","FIL30_109_G_M2",24,23,0,0,82,62,110,74,47,184,92,0.510869565217391,9.24324324324324,22.7090909090909,28.2826086956522,22.0402948402948,"FIL30_109",NA,"FIL30_109","FIL30_109","...","FIL30_109","FIL30_109_I_M2","Fil30_109_I_M2_1","FIL30_109|FIL30_109_I_M2|Fil30_109_I_M2_1",118,19,99,111,NA,111,28,28,NA,TRUE,FALSE,95,95,NA,1,TRUE,NA,FALSE,"FIL30_109_I_M2_1",43.8845288833108,"Cross","...","FIL30_109","FIL30_109_G_M2","Fil30_109_G_M2_1","FIL30_109|FIL30_109_G_M2|Fil30_109_G_M2_1",79,11,68,75,28,47,12,11,1,TRUE,FALSE,66,38,28,0.575757575757576,FALSE,"FIL30_109",TRUE,"FIL30_109_G_M2_1",85.8312251644565,"Self"
"FIL20_25_E_M231",30,32,"FIL20_25_E_M2","FIL20_25_G_M2",15,7,4,0,38,35,60,42,26,102,51,0.509803921568627,0.0714285714285714,4.85,7.13235294117647,9.21428571428571,"FIL20_25","FIL20_25","FIL20_25","FIL20_25","...","FIL20_25","FIL20_25_E_M2","Fil20_25_E_M2_1","FIL20_25|FIL20_25_E_M2|Fil20_25_E_M2_1",72,4,68,61,6,55,21,21,NA,TRUE,FALSE,57,51,6,0.894736842105263,FALSE,"FIL20_25",TRUE,"FIL20_25_E_M2_1",49.3165830227906,"Self","...","FIL20_25","FIL20_25_G_M2","Fil20_25_G_M2_1","FIL20_25|FIL20_25_G_M2|Fil20_25_G_M2_1",51,5,46,43,11,32,7,7,NA,TRUE,FALSE,38,29,9,0.763157894736842,FALSE,"FIL20_25",TRUE,"FIL20_25_G_M2_1",42.1896035005749,"Self"
"FIL20_25_G_M229",32,30,"FIL20_25_G_M2","FIL20_25_E_M2",15,4,7,0,35,38,42,60,26,102,51,0.509803921568627,4.85,0.0714285714285714,7.13235294117647,9.21428571428571,"FIL20_25","FIL20_25","FIL20_25","FIL20_25","...","FIL20_25","FIL20_25_G_M2","Fil20_25_G_M2_1","FIL20_25|FIL20_25_G_M2|Fil20_25_G_M2_1",51,5,46,43,11,32,7,7,NA,TRUE,FALSE,38,29,9,0.763157894736842,FALSE,"FIL20_25",TRUE,"FIL20_25_G_M2_1",42.1896035005749,"Self","...","FIL20_25","FIL20_25_E_M2","Fil20_25_E_M2_1","FIL20_25|FIL20_25_E_M2|Fil20_25_E_M2_1",72,4,68,61,6,55,21,21,NA,TRUE,FALSE,57,51,6,0.894736842105263,FALSE,"FIL20_25",TRUE,"FIL20_25_E_M2_1",49.3165830227906,"Self"
"FIL20_105_G_M25",5,6,"FIL20_105_G_M2","FIL20_105_H_M2",10,7,8,8,53,50,70,60,33,130,65,0.507692307692308,5.9,8.77142857142857,9.61153846153846,31.1904761904762,"FIL20_105","FIL20_105","FIL20_105","FIL20_105","...","FIL20_105","FIL20_105_G_M2","Fil20_105_G_M2_1","FIL20_105|FIL20_105_G_M2|Fil20_105_G_M2_1",75,11,64,71,26,45,16,16,NA,TRUE,FALSE,60,37,23,0.616666666666667,FALSE,"FIL20_105",TRUE,"FIL20_105_G_M2_1",62.051560044058,"Self","...","FIL20_105","FIL20_105_H_M2","Fil20_105_H_M2_1","FIL20_105|FIL20_105_H_M2|Fil20_105_H_M2_1",62,13,49,61,20,41,10,9,1,TRUE,FALSE,49,31,18,0.63265306122449,FALSE,"FIL20_105",TRUE,"FIL20_105_H_M2_1",98.9825444027362,"Self"
"FIL20_105_H_M24",6,5,"FIL20_105_H_M2","FIL20_105_G_M2",10,8,7,8,50,53,60,70,33,130,65,0.507692307692308,8.77142857142857,5.9,9.61153846153846,31.1904761904762,"FIL20_105","FIL20_105","FIL20_105","FIL20_105","...","FIL20_105","FIL20_105_H_M2","Fil20_105_H_M2_1","FIL20_105|FIL20_105_H_M2|Fil20_105_H_M2_1",62,13,49,61,20,41,10,9,1,TRUE,FALSE,49,31,18,0.63265306122449,FALSE,"FIL20_105",TRUE,"FIL20_105_H_M2_1",98.9825444027362,"Self","...","FIL20_105","FIL20_105_G_M2","Fil20_105_G_M2_1","FIL20_105|FIL20_105_G_M2|Fil20_105_G_M2_1",75,11,64,71,26,45,16,16,NA,TRUE,FALSE,60,37,23,0.616666666666667,FALSE,"FIL20_105",TRUE,"FIL20_105_G_M2_1",62.051560044058,"Self"
